time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
72.28304,0.01667,17.34072,1,23.24986,-35.0029,-63.59119,16.10849,5.09935,4.19276,5.09935,4.19276,1.95165,1.95165,0.34674,0.34674,2.0536,-1.4655,-3.23806,-3.67531,781.162,-424.2046,-843.5505,-904.0546,0,0,0,0,0,0,0,0,1,1,1,1,781.162,-424.2046,-843.5505,-904.0546,709.7639,-452.8538,-785.6237,-1081.572,709.7639,-452.8538,-785.6237,-1081.572,430.1762,-638.0277,-785.6237,-1081.572,-221.9492,-221.9492,0,0,-562.2645,-562.2645,0,0,0,0,0,0,0,0,0,0,13.97823,-77.56941,-63.59119
72.29971,0.01667,17.20463,1,23.28782,-34.82287,-63.63644,15.98106,5.06339,4.1616,5.06339,4.1616,1.92762,1.92762,0.33121,0.33121,2.17123,-1.33558,-3.10843,-3.52685,881.0656,-341.8194,-839.3761,-825.966,0,0,0,0,0,0,0,0,1,1,1,1,881.0656,-341.8194,-839.3761,-825.966,765.8203,-422.876,-801.9694,-1021.702,765.8203,-422.876,-801.9694,-1021.702,482.4884,-609.3654,-801.9694,-1021.702,-220.9409,-220.9409,0,0,-558.8486,-558.8486,0,0,0,0,0,0,0,0,0,0,12.12485,-75.76128,-63.63644
72.31638,0.01667,17.06979,1,23.32521,-34.65646,-63.8605,15.8763,5.02737,4.13006,5.02737,4.13006,1.90588,1.90588,0.3174,0.3174,2.26895,-1.22961,-2.99365,-3.39547,970.2208,-280.9809,-830.4282,-760.8755,0,0,0,0,0,0,0,0,1,1,1,1,970.2208,-280.9809,-830.4282,-760.8755,834.9409,-381.7227,-811.0306,-960.139,834.9409,-381.7227,-811.0306,-960.139,546.7831,-570.4452,-811.0306,-960.139,-219.9199,-219.9198,0,0,-555.4238,-555.4238,0,0,0,0,0,0,0,0,0,0,9.71969,-73.58018,-63.8605
72.33304,0.01667,16.93602,1,23.36211,-34.50252,-64.00195,15.79929,4.99116,4.09797,4.99116,4.09797,1.88679,1.88679,0.30562,0.30562,2.34294,-1.15218,-2.89702,-3.28489,1042.62,-239.4536,-819.1968,-709.6379,0,0,0,0,0,0,0,0,1,1,1,1,1042.62,-239.4536,-819.1968,-709.6379,906.343,-339.3922,-814.2001,-900.7513,906.343,-339.3922,-814.2001,-900.7513,613.1605,-530.4456,-814.2001,-900.7513,-218.8778,-218.8778,0,0,-551.9677,-551.9677,0,0,0,0,0,0,0,0,0,0,7.24274,-71.2447,-64.00195
72.34971,0.01667,16.80321,1,23.39857,-34.3575,-63.94402,15.75066,4.95469,4.06536,4.95469,4.06536,1.8703,1.8703,0.29593,0.29593,2.3932,-1.10299,-2.8194,-3.19603,1095.665,-213.4584,-807.5671,-671.5969,0,0,0,0,0,0,0,0,1,1,1,1,1095.665,-213.4584,-807.5671,-671.5969,972.1688,-301.435,-813.0377,-846.2919,972.1688,-301.435,-813.0377,-846.2919,674.4104,-494.458,-813.0377,-846.2919,-217.8116,-217.8116,0,0,-548.4714,-548.4714,0,0,0,0,0,0,0,0,0,0,4.98996,-68.93398,-63.94402
72.36638,0.01667,16.67127,1,23.4346,-34.21727,-63.66035,15.72795,4.91797,4.0323,4.91797,4.0323,1.85607,1.85607,0.28821,0.28821,2.42225,-1.07875,-2.75977,-3.12766,1129.616,-199.277,-796.6096,-645.2071,0,0,0,0,0,0,0,0,1,1,1,1,1129.616,-199.277,-796.6096,-645.2071,1027.455,-270.3762,-808.9889,-798.4448,1027.455,-270.3762,-808.9889,-798.4448,725.9831,-464.7964,-808.9889,-798.4448,-216.7224,-216.7223,0,0,-544.9365,-544.9365,0,0,0,0,0,0,0,0,0,0,3.11771,-66.77805,-63.66035
72.38304,0.01667,16.54016,1,23.47022,-34.07806,-63.17208,15.72687,4.88103,3.99896,4.88103,3.99896,1.84366,1.84366,0.28217,0.28217,2.43394,-1.0746,-2.71582,-3.07709,1146.729,-193.8122,-786.648,-628.496,0,0,0,0,0,0,0,0,1,1,1,1,1146.729,-193.8122,-786.648,-628.496,1069.813,-246.8975,-803.1978,-757.9852,1069.813,-246.8975,-803.1978,-757.9852,765.6915,-442.084,-803.1978,-757.9852,-215.613,-215.613,0,0,-541.3708,-541.3708,0,0,0,0,0,0,0,0,0,0,1.68456,-64.85665,-63.17208
72.39971,0.01667,16.40987,1,23.50545,-33.93687,-62.51975,15.74234,4.84394,3.96549,4.84394,3.96549,1.83258,1.83258,0.27748,0.27748,2.43266,-1.08511,-2.68448,-3.04081,1150.398,-194.5995,-777.4677,-619.3719,0,0,0,0,0,0,0,0,1,1,1,1,1150.398,-194.5995,-777.4677,-619.3719,1098.92,-230.6514,-796.4294,-724.9786,1098.92,-230.6514,-796.4294,-724.9786,793.2462,-426.0005,-796.4294,-724.9786,-214.4882,-214.4881,0,0,-537.7849,-537.7849,0,0,0,0,0,0,0,0,0,0,0.68451,-63.20426,-62.51975
72.41638,0.01667,16.28038,1,23.54029,-33.79153,-61.7469,15.7692,4.80679,3.93203,4.80679,3.93203,1.82236,1.82236,0.2738,0.2738,2.42268,-1.10507,-2.66251,-3.01509,1144.364,-199.6852,-768.5792,-615.8177,0,0,0,0,0,0,0,0,1,1,1,1,1144.364,-199.6852,-768.5792,-615.8177,1115.911,-220.7707,-789.0925,-698.9804,1115.911,-220.7707,-789.0925,-698.9804,809.6917,-415.7506,-789.0925,-698.9804,-213.3525,-213.3526,0,0,-534.1908,-534.1908,0,0,0,0,0,0,0,0,0,0,0.07252,-61.81942,-61.7469
72.43304,0.01667,16.15169,1,23.57475,-33.64065,-60.89243,15.80269,4.76965,3.89872,4.76965,3.89872,1.81257,1.81257,0.27078,0.27078,2.40787,-1.12983,-2.64682,-2.99642,1132.213,-207.4647,-759.4276,-615.9953,0,0,0,0,0,0,0,0,1,1,1,1,1132.213,-207.4647,-759.4276,-615.9953,1122.798,-216.159,-781.3169,-679.2108,1122.798,-216.159,-781.3169,-679.2108,816.8772,-410.329,-781.3169,-679.2108,-212.2108,-212.2108,0,0,-530.5997,-530.5997,0,0,0,0,0,0,0,0,0,0,-0.21733,-60.6751,-60.89243
