time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
22.14991,0.01667,7.85565,-1,-25.38532,1.44951,38.21743,-1.03735,2.13239,2.16207,2.13239,2.16207,-0.05884,-0.05884,-0.00631,-0.00631,-12.10838,-12.23504,0.09014,0.08979,270.3633,388.9788,17.73483,15.998,270.3633,388.9788,17.73483,15.998,-757.6005,-650.4379,17.73483,15.998,0,0,0,0,0,0,0,0,36.81606,1.40137,38.21743
22.16658,0.01667,8.09498,-1,-25.34759,2.27875,57.84911,-1.62151,2.19137,2.2385,2.19137,2.2385,-0.09441,-0.09441,-0.01097,-0.01097,-11.90551,-12.10419,0.15538,0.1544,-40.78418,-33.6405,56.2891,50.18419,-40.78418,-33.6405,56.2891,50.18419,-1051.156,-1044.7,56.2891,50.18419,0,0,0,0,0,0,0,0,53.42586,4.42325,57.84911
22.18324,0.01667,8.32063,-1,-25.31095,3.42728,78.82391,-2.42228,2.24205,2.31473,2.24205,2.31473,-0.14527,-0.14527,-0.01661,-0.01661,-11.48135,-11.78677,0.2337,0.23141,-384.0367,-500.6632,98.02741,76.93726,-384.0367,-500.6632,98.02741,76.93726,-1370.867,-1476.297,98.02741,76.93726,0,0,0,0,0,0,0,0,71.55531,7.2686,78.82391
22.19991,0.01667,8.53319,-1,-25.27566,4.87697,98.88409,-3.45266,2.28382,2.39015,2.28382,2.39015,-0.21253,-0.21253,-0.0243,-0.0243,-10.822,-11.272,0.33994,0.33502,-734.882,-991.1818,123.0497,83.90209,-734.882,-991.1818,123.0497,83.90209,-1697.646,-1929.408,123.0497,83.90209,0,0,0,0,0,0,0,0,90.28664,8.59745,98.88409
22.21658,0.01667,8.73482,-1,-25.24161,6.60029,117.8358,-4.71875,2.31684,2.46423,2.31684,2.46423,-0.29648,-0.29648,-0.03555,-0.03555,-9.92358,-10.55814,0.49511,0.48511,-1075.804,-1484.581,136.4702,81.83022,-1075.804,-1484.581,136.4702,81.83022,-2015.643,-2385.389,136.4702,81.83022,0,0,0,0,0,0,0,0,108.7669,9.06892,117.8358
22.23324,0.01667,8.92857,-1,-25.20849,8.56982,135.6156,-6.20824,2.34148,2.53666,2.34148,2.53666,-0.39663,-0.39663,-0.0511,-0.0511,-8.79087,-9.65334,0.70923,0.69022,-1393.024,-1960.838,145.6931,79.34377,-1393.024,-1960.838,145.6931,79.34377,-2312.365,-2826.104,145.6931,79.34377,0,0,0,0,0,0,0,0,126.2668,9.34877,135.6156
22.24991,0.01667,9.11292,-1,-25.17611,10.73014,149.7931,-7.88855,2.35798,2.60674,2.35798,2.60674,-0.5113,-0.5113,-0.07092,-0.07092,-7.4405,-8.57708,0.98201,0.9484,-1648.042,-2397.379,157.2813,83.21021,-1648.042,-2397.379,157.2813,83.21021,-2524.527,-3202.681,157.2813,83.21021,0,0,0,0,0,0,0,0,139.8022,9.99081,149.7931
22.26658,0.01667,9.29098,-1,-25.14472,13.00064,159.0809,-9.69257,2.36658,2.67289,2.36658,2.67289,-0.63643,-0.63643,-0.09419,-0.09419,-5.91865,-7.37271,1.30247,1.24758,-1768.615,-2731.87,177.0247,98.35659,-1768.615,-2731.87,177.0247,98.35659,-2615.173,-3487.147,177.0247,98.35659,0,0,0,0,0,0,0,0,147.6407,11.44024,159.0809
22.28324,0.01667,9.46749,-1,-25.11346,15.26412,160.9234,-11.5195,2.37023,2.73553,2.37023,2.73553,-0.76604,-0.76604,-0.11937,-0.11937,-4.30953,-6.11306,1.64966,1.56684,-1705.28,-2889.028,209.0095,127.0369,-1705.28,-2889.028,209.0095,127.0369,-2536.528,-3608.375,209.0095,127.0369,0,0,0,0,0,0,0,0,146.963,13.96047,160.9234
22.29991,0.01667,9.64474,-1,-25.08177,17.39233,155.2568,-13.23664,2.37271,2.79509,2.37271,2.79509,-0.89194,-0.89194,-0.14421,-0.14421,-2.73393,-4.89614,1.99206,1.87657,-1472.419,-2835.429,254.5133,168.1129,-1472.419,-2835.429,254.5133,168.1129,-2301.333,-3535.816,254.5133,168.1129,0,0,0,0,0,0,0,0,137.6995,17.55727,155.2568
