time_s,dt_s,speed_kmh,signed_forward_speed_mps,steer_input,throttle_input,brake_input,reverse_input,gear,rpm,displayed_rpm,clutch_engagement,clutch_is_locked,classic_drive_force_request_n,classic_engine_brake_force_request_n,classic_service_brake_force_request_n,limiter_torque_multiplier,rev_limiter_active,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
39.83317,0.01667,5.53759,1.46196,1,1,0,0,1,1513.334,1279.374,0.29338,0,4270.901,0,-0,1,0,25.68816,-13.91508,-55.29773,13.20103,1.61039,1.25742,1.61039,1.25742,0.70659,0.70659,0.08173,0.08173,0.93359,-1.44906,-1.24448,-1.2915,13.28468,-7.17938,-102.5085,-107.7977,285.7532,-473.1468,-208.9419,-237.9673,0.93255,1,0.93255,1,0.0861,0.01949,0.58035,0.53594,267.3756,-473.1468,-201.7631,-237.9673,376.9864,-326.9706,-149.4431,-158.2816,376.9864,-326.9706,-149.4431,-158.2816,1265.388,631.005,-149.4431,-158.2816,925.66,925.66,0,0,2135.451,2135.451,0,0,0,0,0,0,0,0,0,0,-42.51384,-12.78389,-55.29773
39.84984,0.01667,5.7526,1.51903,1,1,0,0,1,1590,1348.728,0.31301,0,4338.067,0,-0,1,0,25.66403,-14.40663,-55.53751,13.69219,1.67325,1.30743,1.67325,1.30743,0.73336,0.73336,0.08575,0.08575,0.96247,-1.49033,-1.29638,-1.34858,20.09949,-7.6135,-115.9926,-121.7893,277.92,-484.2051,-213.1183,-256.0158,0.89235,1,0.89235,1,0.1255,0.0198,0.59844,0.54441,250.1657,-484.2051,-202.6627,-256.0158,347.1562,-364.606,-159.4613,-175.8846,347.1562,-364.606,-159.4613,-175.8846,1252.303,610.7565,-159.4613,-175.8846,939.3938,939.3938,0,0,2169.033,2169.033,0,0,0,0,0,0,0,0,0,0,-41.60614,-13.93137,-55.53751
39.86651,0.01667,5.97089,1.57733,1,1,0,0,1,1666.667,1420.141,0.34743,0,4405.234,0,-0,1,0,25.63867,-14.8895,-55.96648,14.15619,1.73723,1.35883,1.73723,1.35883,0.75901,0.75901,0.08915,0.08915,1.0115,-1.50686,-1.33751,-1.39471,29.90412,-7.76731,-129.4159,-133.5823,273.1482,-487.4417,-212.686,-271.6685,0.84397,1,0.84397,1,0.17291,0.01997,0.62021,0.54918,235.195,-487.4417,-199.6934,-271.6685,320.8249,-394.3116,-167.1959,-193.2263,320.8249,-394.3116,-167.1959,-193.2263,1242.297,597.5719,-167.1959,-193.2263,953.0599,953.0599,0,0,2202.617,2202.617,0,0,0,0,0,0,0,0,0,0,-40.99337,-14.97312,-55.96648
39.88317,0.01667,5.89308,1.56115,1,0,0,0,1,1540,1481.555,0.34091,0,0,-877.5426,-0,1,0,25.63029,-14.39485,2.11828,14.10593,1.75816,1.38004,1.75816,1.38004,0.75696,0.75696,0.08759,0.08759,1.16801,-1.33509,-1.31083,-1.36735,42.60852,-6.147,-127.8527,-130.8452,305.1573,-429.7563,-207.4258,-270.9706,0.8267,1,0.8267,1,0.18983,0.02,0.62798,0.54992,259.6585,-429.7563,-193.6361,-270.9706,302.4369,-409.3376,-172.4838,-208.5325,302.4369,-409.3376,-172.4838,-208.5325,82.88232,-558.8564,-172.4838,-208.5325,-189.796,-189.796,0,0,-438.7713,-438.7713,0,0,0,0,0,0,0,0,0,0,17.94694,-15.82867,2.11828
39.89984,0.01667,5.81935,1.54587,1,0,0,0,1,1413.334,1532.84,0.33531,0,0,-822.0573,-0,1,0,25.63934,-13.93858,0.5192,13.56011,1.73631,1.37052,1.73631,1.37052,0.72846,0.72846,0.0809,0.0809,1.41916,-0.99555,-1.21396,-1.26424,55.72163,-3.50458,-109.8741,-113.0549,376.4393,-319.7391,-197.0139,-250.7402,0.84471,1,0.84471,1,0.17219,0.01999,0.61988,0.54968,326.6346,-319.7391,-183.4819,-250.7401,304.4576,-393.7188,-175.0459,-217.4369,304.4576,-393.7188,-175.0459,-217.4369,96.62524,-532.8057,-175.0459,-217.4369,-177.8541,-177.8541,0,0,-411.0286,-411.0286,0,0,0,0,0,0,0,0,0,0,16.82421,-16.30502,0.5192
39.91651,0.01667,5.74944,1.53119,1,0,0,0,1,1286.667,1525.397,0.33,0,0,-766.5721,-0,1,0,25.64783,-13.5297,-1.61732,13.03619,1.71577,1.36117,1.71577,1.36117,0.70162,0.70162,0.07388,0.07388,1.65689,-0.67774,-1.1113,-1.1556,68.19373,-1.66855,-91.72528,-94.12731,450.6866,-218.1819,-183.1831,-226.1157,0.86096,1,0.86096,1,0.15626,0.01997,0.61257,0.5493,397.5058,-218.1819,-170.4671,-226.1157,322.9861,-356.736,-174.787,-220.1985,322.9861,-356.736,-174.787,-220.1985,125.2619,-487.4883,-174.787,-220.1985,-165.9009,-165.9009,0,0,-383.286,-383.286,0,0,0,0,0,0,0,0,0,0,14.79167,-16.40899,-1.61732
39.93317,0.01667,5.68305,1.5169,1,0,0,0,1,1160,1509.477,0.32487,0,0,-711.0869,-0,1,0,25.6558,-13.17243,-4.04012,12.55182,1.69636,1.35166,1.69636,1.35166,0.67718,0.67718,0.06696,0.06696,1.86984,-0.39455,-1.00966,-1.04853,78.8268,-0.58063,-75.10301,-76.31396,525.2314,-127.6931,-167.8466,-200.1338,0.87568,1,0.87568,1,0.14183,0.01996,0.60594,0.54877,469.7357,-127.6931,-156.317,-200.1338,354.5048,-306.1197,-171.9477,-217.5822,354.5048,-306.1197,-171.9477,-217.5822,165.6172,-429.8772,-171.9477,-217.5822,-153.9374,-153.9374,0,0,-355.5434,-355.5434,0,0,0,0,0,0,0,0,0,0,12.14222,-16.18235,-4.04012
39.94984,0.01667,5.61988,1.50284,1,0,0,0,1,1033.333,1454.668,0.31987,0,0,-655.6017,-0,1,0,25.66329,-12.86763,-6.56742,12.11971,1.67792,1.34177,1.67792,1.34177,0.65562,0.65562,0.06054,0.06054,2.05025,-0.15439,-0.91483,-0.94894,86.63776,-0.09105,-60.9973,-61.03871,596.6248,-50.29979,-152.6797,-175.3806,0.88906,1,0.88906,1,0.12873,0.01993,0.59993,0.54806,540.0445,-50.29979,-142.5081,-175.3806,395.589,-248.2449,-167.0161,-210.7237,395.589,-248.2449,-167.0161,-210.7237,214.6014,-365.7213,-167.0161,-210.7237,-141.9646,-141.9646,0,0,-327.8008,-327.8008,0,0,0,0,0,0,0,0,0,0,9.12513,-15.69255,-6.56742
39.96651,0.01667,5.55933,1.48884,1,0,0,0,1,906.6669,1360.971,0.31496,0,0,-613.2437,-0,1,0,25.67036,-12.61244,-8.91608,11.74793,1.66034,1.3314,1.66034,1.3314,0.63721,0.63721,0.0549,0.0549,2.19351,0.03817,-0.83123,-0.86136,91.28405,0.00566,-49.88587,-48.3193,663.1653,12.55571,-139.2893,-151.8785,0.90123,1,0.90123,1,0.11679,0.0199,0.59445,0.54715,606.682,12.55571,-130.4592,-151.8785,443.1588,-188.3313,-160.666,-200.6295,443.1588,-188.3313,-160.666,-200.6295,266.5932,-302.5696,-160.666,-200.6295,-132.8264,-132.8264,0,0,-306.6219,-306.6219,0,0,0,0,0,0,0,0,0,0,6.09332,-15.0094,-8.91608
39.98317,0.01667,5.4989,1.47427,1,0,0,0,1,900,1228.386,0.30997,0,0,-612.9841,-0,1,0,25.6772,-12.39597,-10.66908,11.43525,1.64308,1.3202,1.64308,1.3202,0.62176,0.62176,0.05018,0.05018,2.29874,0.18349,-0.76128,-0.78818,91.7568,0.13071,-41.23943,-39.1418,717.2332,60.98409,-127.3952,-133.7395,0.91262,1,0.91262,1,0.10563,0.01985,0.58932,0.54598,662.5795,60.98409,-119.867,-133.7395,493.3289,-130.3973,-153.4367,-188.8157,493.3289,-130.3973,-153.4367,-188.8157,311.8093,-250.3237,-153.4367,-188.8157,-132.8032,-132.8031,0,0,-306.4921,-306.4921,0,0,0,0,0,0,0,0,0,0,3.5492,-14.21828,-10.66908
