time_s,dt_s,speed_kmh,signed_forward_speed_mps,steer_input,throttle_input,brake_input,reverse_input,gear,rpm,displayed_rpm,clutch_engagement,clutch_is_locked,classic_drive_force_request_n,classic_engine_brake_force_request_n,classic_service_brake_force_request_n,limiter_torque_multiplier,rev_limiter_active,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
13.56661,0.01667,19.64949,-5.42794,0,0,0.36911,0,-1,2478.679,2602.733,1,1,0,1237.668,5167.595,1,0,2.21225,-13.82649,182.7648,-6.68743,-5.66584,-5.26076,-5.66584,-5.26076,-0.91309,-0.91309,-0.19598,-0.19598,5.99312,6.46079,1.69886,1.79207,4468.081,2817.679,438.2646,252.61,0,0,0,0,0,0,0,0,1,1,1,1,4468.081,2817.679,438.2646,252.61,4351.372,3163.053,661.2137,473.4356,4351.372,3163.053,661.2137,473.4356,4453.802,3192.762,661.2137,473.4356,105.6733,32.06641,0,0,2737.548,830.7053,465.0836,465.0836,0,0,0,0,0,0,0,0,229.9019,-47.13705,182.7648
13.58328,0.01667,19.31908,-5.34799,0,0,0.37931,0,-1,2445.09,2592.921,1,1,0,1224.058,5310.386,1,0,0.49633,-10.32204,174.7785,-5.38891,-5.54471,-5.23383,-5.54471,-5.23383,-0.71752,-0.71752,-0.16718,-0.16718,5.87667,6.14681,1.47242,1.53441,4371.628,2565.12,345.5864,191.0934,0,0,0,0,0,0,0,0,1,1,1,1,4371.628,2565.12,345.5864,191.0934,4368.444,2953.775,566.8154,391.5175,4368.444,2953.775,566.8154,391.5175,4392.443,2965.253,566.8154,391.5175,24.1626,11.58862,0,0,2789.288,1337.782,477.9348,477.9348,0,0,0,0,0,0,0,0,214.5908,-39.81229,174.7785
13.59995,0.01667,19.00552,-5.26939,0,0,0.39142,0,-1,2408.952,2580.937,1,1,0,1208.549,5479.904,1,0,0,-6.97388,170.9192,-4.11655,-5.42039,-5.19884,-5.42039,-5.19884,-0.53118,-0.53118,-0.13899,-0.13899,4.7456,4.88744,1.24437,1.28173,3327.851,1864.894,257.8902,138.4297,0,0,0,0,0,0,0,0,1,1,1,1,3327.851,1864.894,257.8902,138.4297,4083.746,2613.916,474.9272,317.8728,4083.746,2613.916,474.9272,317.8728,4083.746,2613.916,474.9272,317.8728,0,0,0,0,2851.035,1091.073,493.1914,493.1914,0,0,0,0,0,0,0,0,203.8547,-32.9355,170.9192
13.61661,0.01667,18.66845,-5.18095,0,0,0.40531,0,-1,2371.092,2566.749,1,1,0,1193.301,5674.276,1,0,0,-4.29082,135.989,-2.95387,-5.29767,-5.15466,-5.29767,-5.15466,-0.36587,-0.36587,-0.11272,-0.11272,3.32644,3.39086,1.02588,1.04579,1925.191,1041.817,182.016,96.14963,0,0,0,0,0,0,0,0,1,1,1,1,1925.191,1041.817,182.016,96.14963,3358.207,2080.923,389.549,253.8005,3358.207,2080.923,389.549,253.8005,3358.207,2080.923,389.549,253.8005,0,0,0,0,2923.104,1643.554,510.6849,510.6849,0,0,0,0,0,0,0,0,162.7159,-26.72685,135.989
13.63328,0.01667,18.30088,-5.08156,0,0,0.42083,0,-1,2328.51,2550.261,1,1,0,1176.143,5891.607,1,0,0,-2.37502,95.67225,-2.00091,-5.17411,-5.09051,-5.17411,-5.09051,-0.23555,-0.23555,-0.08755,-0.08755,2.17877,2.20355,0.81017,0.81939,919.1738,485.9819,117.1118,62.0743,0,0,0,0,0,0,0,0,1,1,1,1,919.1738,485.9819,117.1118,62.0743,2500.416,1520.085,311.1401,198.7071,2500.416,1520.085,311.1401,198.7071,2500.416,1520.085,311.1401,198.7071,0,0,0,0,3003.63,2238.704,530.2447,530.2447,0,0,0,0,0,0,0,0,116.853,-21.18072,95.67225
13.64995,0.01667,17.89694,-4.97061,0,0,0.43787,0,-1,2280.721,2531.321,1,1,0,1156.862,6130.206,1,0,0,-1.16582,58.987,-1.28065,-5.04881,-5.00515,-5.04881,-5.00515,-0.14175,-0.14175,-0.06446,-0.06446,1.33408,1.34205,0.60671,0.61034,365.9765,192.575,67.25288,36.53622,0,0,0,0,0,0,0,0,1,1,1,1,365.9765,192.575,67.25288,36.53622,1737.341,1045.725,241.7709,152.5004,1737.341,1025.666,241.7709,152.5004,1737.341,1025.666,241.7709,152.5004,0,0,0,0,3091.815,2882.367,551.7185,551.7185,0,0,0,0,0,0,0,0,75.36633,-16.37932,58.987
13.66661,0.01667,17.5113,-4.86401,0,0,0.45629,0,-1,2231.491,2509.861,1,1,0,1135.338,6388.122,1,0,0,-0.19579,48.70574,-0.76376,-4.92639,-4.91055,-4.92639,-4.91055,-0.07623,-0.07623,-0.04818,-0.04818,0.72961,0.73121,0.46112,0.46213,112.4416,60.07826,39.33522,22.32313,0,0,0,0,0,0,0,0,1,1,1,1,112.4416,60.07826,39.33522,22.32313,1156.382,693.1905,184.0098,115.3265,1156.382,693.1905,184.0098,115.3265,1156.382,693.1905,184.0098,115.3265,0,0,0,0,3186.799,2444.712,574.931,574.931,0,0,0,0,0,0,0,0,61.14115,-12.43541,48.70574
13.68328,0.01667,17.11213,-4.75332,0,0,0.47596,0,-1,2180.112,2485.847,1,1,0,1114.658,6663.446,1,0,0,0.4892,46.18343,-0.39872,-4.80385,-4.8066,-4.80385,-4.8066,-0.03159,-0.03159,-0.03646,-0.03646,0.30756,0.30744,0.3549,0.35477,20.04539,11.09814,23.36442,14.06163,0,0,0,0,0,0,0,0,1,1,1,1,20.04539,11.09814,23.36442,14.06163,751.4458,449.8343,139.1981,86.98007,751.4458,449.8343,139.1981,86.98007,751.4458,449.8343,139.1981,86.98007,0,0,0,0,3289.342,1968.869,599.7102,599.7102,0,0,0,0,0,0,0,0,55.57962,-9.39618,46.18343
13.69995,0.01667,16.69776,-4.63827,0,0,0.49674,0,-1,2131.039,2459.404,1,1,0,1093.184,6954.412,1,0,0,0.98419,26.0943,-0.14,-4.68697,-4.70715,-4.68697,-4.70715,0.0021,0.0021,-0.03363,-0.03363,-0.02079,-0.02073,0.33276,0.33182,-0.09036,-0.05281,20.32789,13.08686,0,0,0,0,0,0,0,0,1,1,1,1,-0.09036,-0.05281,20.32789,13.08686,486.0526,290.5056,106.2306,66.36829,486.0526,290.5056,106.2306,66.36829,486.0526,290.5056,106.2306,66.36829,0,0,0,0,3397.901,2685.073,625.8971,625.8971,0,0,0,0,0,0,0,0,33.26462,-7.17032,26.0943
13.71661,0.01667,16.26821,-4.51894,0,0,0.51852,0,-1,2075.673,2430.496,1,1,0,1070.863,7259.297,1,0,0,1.36655,32.63924,0.04591,-4.56063,-4.58943,-4.56063,-4.58943,0.02304,0.02304,-0.02795,-0.02795,-0.2321,-0.23116,0.28151,0.28037,-10.67979,-6.65354,14.36567,9.95834,0,0,0,0,0,0,0,0,1,1,1,1,-10.67979,-6.65354,14.36567,9.95834,315.0311,187.7502,81.54937,51.11185,315.0311,187.7502,81.54937,51.11185,315.0311,187.7502,81.54937,51.11185,0,0,0,0,3511.743,2172.403,653.3367,653.3367,0,0,0,0,0,0,0,0,38.15042,-5.51118,32.63924
