time_s,dt_s,speed_kmh,signed_forward_speed_mps,steer_input,throttle_input,brake_input,reverse_input,gear,rpm,displayed_rpm,clutch_engagement,clutch_is_locked,classic_drive_force_request_n,classic_engine_brake_force_request_n,classic_service_brake_force_request_n,limiter_torque_multiplier,rev_limiter_active,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
6.53331,0.01667,3.43977,0.90853,1,1,0,0,1,1743.334,1492.047,0.40527,0,4472.4,0,-0,1,0,25.88035,9.12282,50.46836,8.1951,0.99116,0.76285,0.99116,0.76285,0.44162,0.44162,0.03745,0.03745,0.57119,-1.05793,-0.60592,-0.61583,0.94838,-2.0689,-22.72638,-15.37215,176.1718,-296.0041,-119.7778,-109.6346,1,1,1,1,0.01601,0.01146,0.44014,0.31514,176.1718,-296.0041,-119.7778,-109.6346,116.1726,-267.0678,-91.9212,-85.77217,116.1726,-267.0678,-91.9212,-85.77217,1080.608,735.8033,-91.9212,-85.77217,976.0862,976.0862,0,0,2236.2,2236.2,0,0,0,0,0,0,0,0,0,0,43.0864,7.38196,50.46836
6.54997,0.01667,3.67516,0.97224,1,1,0,0,1,1820.001,1566.501,0.46431,0,4539.567,0,-0,1,0,25.86328,9.69385,51.7202,8.63267,1.06178,0.81877,1.06178,0.81877,0.46712,0.46712,0.03692,0.03692,0.68913,-1.03474,-0.59386,-0.60485,1.46092,-2.16944,-23.66293,-16.49325,212.6253,-288.1623,-119.0934,-108.8481,1,1,1,1,0.01718,0.01264,0.47248,0.34768,212.6253,-288.1623,-119.0934,-108.8481,137.4756,-272.6475,-97.0782,-90.16,137.4756,-272.6475,-97.0782,-90.16,1113.842,744.7982,-97.0782,-90.16,990.1367,990.1367,0,0,2269.783,2269.783,0,0,0,0,0,0,0,0,0,0,43.94171,7.77849,51.7202
6.56664,0.01667,3.91348,1.03682,1,1,0,0,1,1896.667,1641.596,0.5238,0,4606.733,0,-0,1,0,25.84489,10.26894,53.03716,9.06362,1.13333,0.87551,1.13333,0.87551,0.49248,0.49248,0.03608,0.03608,0.81261,-1.00447,-0.57686,-0.58885,2.12248,-2.22454,-23.8394,-17.20032,251.0975,-279.1244,-117.1137,-107.0304,1,1,1,1,0.01821,0.01381,0.50066,0.37973,251.0975,-279.1244,-117.1137,-107.0304,162.8377,-274.7415,-100.9468,-93.42367,162.8377,-274.7415,-100.9468,-93.42367,1150.672,756.8603,-100.9468,-93.42367,1004.121,1004.121,0,0,2303.367,2303.367,0,0,0,0,0,0,0,0,0,0,44.96238,8.07479,53.03716
6.58331,0.01667,4.15482,1.10227,1,1,0,0,1,1973.334,1717.148,0.58299,0,4673.899,0,-0,1,0,25.82515,10.84874,54.39466,9.49121,1.2058,0.93307,1.2058,0.93307,0.51784,0.51784,0.03504,0.03504,0.93945,-0.96931,-0.55649,-0.5694,2.92619,-2.23774,-23.3365,-17.51411,291.0379,-269.3637,-114.1852,-104.4526,1,1,1,1,0.01904,0.01494,0.52358,0.41078,291.0379,-269.3637,-114.1852,-104.4526,191.6596,-273.9954,-103.5757,-95.61971,191.6596,-273.9954,-103.5757,-95.61971,1190.555,771.4059,-103.5757,-95.61971,1018.037,1018.037,0,0,2336.95,2336.95,0,0,0,0,0,0,0,0,0,0,46.11943,8.27523,54.39466
6.59997,0.01667,4.3991,1.16854,1,1,0,0,1,2050.001,1793.026,0.64113,0,4738.51,0,-0,1,0,25.80402,11.43331,55.74587,9.91804,1.2792,0.99143,1.2792,0.99143,0.5433,0.5433,0.03387,0.03387,1.06772,-0.93113,-0.53413,-0.54787,3.8475,-2.21405,-22.27172,-17.4807,331.9831,-259.2477,-110.6276,-101.3618,1,1,1,1,0.01964,0.01601,0.54007,0.44027,331.9831,-259.2477,-110.6277,-101.3618,223.371,-270.9923,-105.0659,-96.8418,223.371,-270.9923,-105.0659,-96.8418,1232.421,787.3519,-105.0659,-96.8418,1031.323,1031.323,0,0,2369.255,2369.255,0,0,0,0,0,0,0,0,0,0,47.35796,8.38791,55.74587
6.61664,0.01667,4.6456,1.23543,1,1,0,0,1,2126.667,1869.135,0.69747,0,4788.884,0,-0,1,0,25.7815,12.02039,56.94878,10.34478,1.35337,1.05046,1.35337,1.05046,0.56885,0.56885,0.03262,0.03262,1.19613,-0.89094,-0.51074,-0.52522,4.84506,-2.1567,-20.76007,-17.14779,373.6373,-248.9194,-106.6807,-97.93845,1,1,1,1,0.01996,0.017,0.54887,0.46758,373.6373,-248.9194,-106.6807,-97.93845,257.456,-266.2258,-105.5491,-97.2038,257.456,-266.2258,-105.5491,-97.2038,1273.268,801.7142,-105.5491,-97.2038,1041.44,1041.44,0,0,2394.442,2394.442,0,0,0,0,0,0,0,0,0,0,48.52576,8.42302,56.94878
6.63331,0.01667,4.89415,1.30289,1,1,0,0,1,2203.334,1945.408,0.75126,0,4839.26,0,-0,1,0,25.75763,12.6094,58.1489,10.77101,1.42814,1.11004,1.42814,1.11004,0.59447,0.59447,0.03134,0.03134,1.3238,-0.84922,-0.48699,-0.50212,6.51288,-2.06797,-18.98686,-16.56121,414.911,-238.3862,-102.2882,-94.30991,0.99778,1,0.99778,1,0.02217,0.01789,0.551,0.49205,414.0055,-238.3862,-102.1035,-94.30991,293.2437,-260.0699,-105.1248,-96.82272,293.2437,-260.0699,-105.1248,-96.82272,1315.594,817.2576,-105.1248,-96.82272,1051.487,1051.487,0,0,2419.63,2419.63,0,0,0,0,0,0,0,0,0,0,49.75934,8.38956,58.1489
6.64997,0.01667,5.14476,1.37091,1,1,0,0,1,2280,2021.797,0.80175,0,4889.634,0,-0,1,0,25.73239,13.19957,59.28991,11.19758,1.50349,1.17016,1.50349,1.17016,0.62017,0.62017,0.03008,0.03008,1.45002,-0.80653,-0.46353,-0.47924,13.4225,-1.95224,-17.45989,-15.78243,449.7686,-227.7103,-96.44444,-90.61362,0.98109,1,0.98109,1,0.03853,0.01866,0.55851,0.51308,441.517,-227.7103,-94.95078,-90.61362,327.8702,-252.8269,-103.5587,-95.81992,327.8702,-252.8269,-103.5587,-95.81992,1356.818,833.7078,-103.5587,-95.81992,1061.462,1061.462,0,0,2444.817,2444.817,0,0,0,0,0,0,0,0,0,0,51.00707,8.28284,59.28991
6.66664,0.01667,5.39561,1.43904,1,1,0,0,1,2153.334,2073.187,0.84819,0,4873.208,0,-0,1,0,25.70576,13.78296,59.57284,11.62401,1.57942,1.23085,1.57942,1.23085,0.64591,0.64591,0.02884,0.02884,1.57509,-0.76225,-0.44072,-0.45693,28.30587,-1.80927,-16.19981,-14.85744,476.2058,-216.6323,-89.37617,-86.92978,0.94935,1,0.94935,1,0.06964,0.01927,0.57279,0.53002,453.519,-216.6323,-85.66968,-86.92978,357.8831,-244.6825,-100.6271,-94.31181,357.8831,-244.6825,-100.6271,-94.31181,1379.341,836.4088,-100.6271,-94.31181,1056.876,1056.876,0,0,2436.604,2436.604,0,0,0,0,0,0,0,0,0,0,51.47444,8.0984,59.57284
6.68331,0.01667,5.64119,1.50591,1,1,0,0,1,2026.667,2099.576,0.88983,0,4789.98,0,-0,1,0,25.67834,14.33922,58.97696,12.0302,1.65428,1.29098,1.65428,1.29098,0.67062,0.67062,0.02748,0.02748,1.70338,-0.70861,-0.41637,-0.43289,53.03662,-1.60789,-14.96689,-13.66232,494.9465,-202.8467,-81.08298,-82.81721,0.9053,1,0.9053,1,0.11281,0.01971,0.59262,0.54202,453.096,-202.8467,-74.82156,-82.81721,381.145,-235.3635,-96.27052,-92.33972,381.145,-235.3635,-96.27052,-92.33972,1381.297,825.674,-96.27052,-92.33972,1037.793,1037.793,0,0,2394.99,2394.99,0,0,0,0,0,0,0,0,0,0,51.14148,7.83549,58.97696
