time_s,dt_s,speed_kmh,signed_forward_speed_mps,steer_input,throttle_input,brake_input,reverse_input,gear,rpm,displayed_rpm,clutch_engagement,clutch_is_locked,classic_drive_force_request_n,classic_engine_brake_force_request_n,classic_service_brake_force_request_n,limiter_torque_multiplier,rev_limiter_active,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
36.03319,0.01667,7.92118,2.20033,0,0,0,0,1,972.3643,1015.944,0.57706,0,0,-613.2575,-0,1,0,0,0.02435,-0.0375,-0.01582,2.2059,2.20655,2.2059,2.20655,-0.00104,-0.00104,0.0001,0.0001,0.01477,0.01477,-0.00143,-0.00143,0.02882,0.02886,-0.00024,-0.00024,2.12095,2.11771,0,0,0.37084,0.37017,0.37084,0.37017,0.63657,0.63724,0.83312,0.83342,0.80468,0.80209,-0.00024,-0.00024,0.73392,0.7306,-0.00253,-0.00251,0.73392,0.7306,-0.00253,-0.00251,0.73392,0.7306,-0.00253,-0.00251,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.03729,-0.00021,-0.0375
36.04986,0.01667,7.8787,2.18853,0,0,0,0,1,968.6745,1011.706,0.57268,0,0,-613.2575,-0,1,0,0,0.02301,-0.03325,-0.01529,2.19412,2.19473,2.19412,2.19473,-0.001,-0.001,0.00009,0.00009,0.01411,0.01411,-0.00121,-0.00121,0.02579,0.02583,-0.00012,-0.00012,0,0,0,0,0.38321,0.38257,0.38321,0.38257,0.62445,0.62508,0.82756,0.82785,0.02579,0.02583,-0.00012,-0.00012,0.65084,0.64805,-0.00208,-0.00206,0.65084,0.64805,-0.00208,-0.00206,0.65084,0.64805,-0.00208,-0.00206,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.03307,-0.00017,-0.03325
36.06652,0.01667,7.83623,2.17673,0,0,0,0,1,965.0322,1007.521,0.5683,0,0,-613.2575,-0,1,0,0,0.02186,-0.02549,-0.01484,2.18234,2.18292,2.18234,2.18292,-0.00095,-0.00095,0.00007,0.00007,0.01354,0.01354,-0.001,-0.001,0.02323,0.02326,-0.00012,-0.00012,0,0,0,0,0.39564,0.39503,0.39564,0.39503,0.61227,0.61287,0.82196,0.82224,0.02323,0.02326,-0.00012,-0.00012,0.49877,0.49667,-0.00171,-0.00169,0.49877,0.49667,-0.00171,-0.00169,0.49877,0.49667,-0.00171,-0.00169,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.02535,-0.00014,-0.02549
36.08319,0.01667,7.79376,2.16493,0,0,0,0,1,961.4377,1003.389,0.56391,0,0,-613.2575,-0,1,0,0,0.02084,-0.01958,-0.0145,2.17056,2.17111,2.17056,2.17111,-0.00092,-0.00092,0.00006,0.00006,0.01307,0.01307,-0.00079,-0.00079,0.0213,0.02133,-0,-0,0,0,0,0,0.40814,0.40755,0.40814,0.40755,0.60002,0.6006,0.81634,0.8166,0.0213,0.02133,-0,-0,0.38308,0.38149,-0.0014,-0.00139,0.38308,0.38149,-0.0014,-0.00139,0.38308,0.38149,-0.0014,-0.00139,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.01947,-0.00012,-0.01958
36.09986,0.01667,7.75128,2.15313,0,0,0,0,1,957.8909,999.3098,0.55951,0,0,-613.2575,-0,1,0,0,0.01994,-0.01509,-0.01424,2.15877,2.1593,2.15877,2.1593,-0.00089,-0.00089,0.00004,0.00004,0.01267,0.01267,-0.00059,-0.00059,0.01942,0.01945,-0,-0,0,0,0,0,0.42069,0.42013,0.42069,0.42013,0.58772,0.58827,0.81069,0.81094,0.01942,0.01945,-0,-0,0.29498,0.29379,-0.00114,-0.00113,0.29498,0.29379,-0.00114,-0.00113,0.29498,0.29379,-0.00114,-0.00113,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.01499,-0.00009,-0.01509
36.11652,0.01667,7.70881,2.14134,0,0,0,0,1,954.392,995.2819,0.55511,0,0,-613.2575,-0,1,0,0,0.01912,-0.01166,-0.01404,2.14698,2.14749,2.14698,2.14749,-0.00087,-0.00087,0.00003,0.00003,0.01233,0.01233,-0.00039,-0.00039,0.01831,0.01816,-0,-0,0,0,0,0,0.43329,0.43275,0.43329,0.43275,0.57538,0.57591,0.80502,0.80526,0.01831,0.01816,-0,-0,0.22794,0.22702,-0.00092,-0.00091,0.22794,0.22702,-0.00092,-0.00091,0.22794,0.22702,-0.00092,-0.00091,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.01158,-0.00008,-0.01166
36.13319,0.01667,7.66634,2.12954,0,0,0,0,1,950.941,991.3053,0.55071,0,0,-613.2575,-0,1,0,0,0.01838,-0.00905,-0.01388,2.1352,2.13568,2.1352,2.13568,-0.00084,-0.00084,0.00001,0.00001,0.01203,0.01203,-0.0002,-0.0002,0.01688,0.01691,-0,-0,0,0,0,0,0.44593,0.44541,0.44593,0.44541,0.56299,0.5635,0.79933,0.79957,0.01688,0.01691,-0,-0,0.17681,0.17612,-0.00075,-0.00074,0.17681,0.17612,-0.00075,-0.00074,0.17681,0.17612,-0.00075,-0.00074,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.00899,-0.00006,-0.00905
36.14986,0.01667,7.62387,2.11774,0,0,0,0,1,947.5382,987.3796,0.54631,0,0,-613.2575,-0,1,0,0,0.01769,-0.00706,-0.01374,2.12341,2.12387,2.12341,2.12387,-0.00082,-0.00082,0,0,0.01176,0.01176,-0.00002,-0.00002,0.01584,0.01586,-0,-0,0,0,0,0,0.45859,0.45809,0.45859,0.45809,0.55058,0.55107,0.79363,0.79386,0.01584,0.01586,-0,-0,0.13781,0.13729,-0.00061,-0.0006,0.13781,0.13729,-0.00061,-0.0006,0.13781,0.13729,-0.00061,-0.0006,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.007,-0.00005,-0.00706
36.16652,0.01667,7.58141,2.10595,0,0,0,0,1,944.1835,983.5046,0.5419,0,0,-613.2575,-0,1,0,0,0.01705,-0.00553,-0.01364,2.11162,2.11207,2.11162,2.11207,-0.0008,-0.0008,-0.00001,-0.00001,0.01152,0.01152,0.00015,0.00015,0.01466,0.01468,0,0,0,0,0,0,0.47129,0.4708,0.47129,0.4708,0.53814,0.53861,0.78792,0.78814,0.01466,0.01468,0,0,0.10802,0.10763,-0.00049,-0.00049,0.10802,0.10763,-0.00049,-0.00049,0.10802,0.10763,-0.00049,-0.00049,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.00549,-0.00004,-0.00553
36.18319,0.01667,7.53894,2.09415,0,0,0,0,1,940.8771,979.6798,0.53749,0,0,-613.2575,-0,1,0,0,0.01645,-0.00437,-0.01354,2.09983,2.10027,2.09983,2.10027,-0.00079,-0.00079,-0.00002,-0.00002,0.01129,0.01129,0.00031,0.00031,0.014,0.01401,0,0,0,0,0,0,0.484,0.48353,0.484,0.48353,0.52568,0.52614,0.7822,0.78241,0.014,0.01401,0,0,0.08525,0.08496,-0.0004,-0.0004,0.08525,0.08496,-0.0004,-0.0004,0.08525,0.08496,-0.0004,-0.0004,0,0,0,0,-306.6288,-306.6288,0,0,0,0,0,0,0,0,0,0,-0.00433,-0.00003,-0.00437
