time_s,dt_s,speed_kmh,signed_forward_speed_mps,steer_input,throttle_input,brake_input,reverse_input,gear,rpm,displayed_rpm,clutch_engagement,clutch_is_locked,classic_drive_force_request_n,classic_engine_brake_force_request_n,classic_service_brake_force_request_n,limiter_torque_multiplier,rev_limiter_active,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
1.78333,0.01667,1.32427,0.34,1,1,0,0,1,1360,1142.227,0.14307,0,4136.568,0,-0,1,0,25.98372,3.91909,42.83795,3.72832,0.35685,0.26339,0.35685,0.26339,0.1932,0.1932,0.02776,0.02776,-0.29038,-0.97891,-0.46521,-0.46637,-0.0531,-0.31566,-2.54442,-1.39486,-89.5725,-289.0465,-81.3531,-77.28265,1,1,1,1,0.00328,0.00188,0.09014,0.05176,-89.5725,-289.0465,-81.3531,-77.28265,-63.29416,-172.6722,-36.7073,-35.47147,-63.29416,-172.6722,-36.7073,-35.47147,849.2517,750.9298,-36.7073,-35.47147,906.148,906.148,0,0,2068.284,2068.284,0,0,0,0,0,0,0,0,0,0,39.83941,2.99854,42.83795
1.79999,0.01667,1.55259,0.40058,1,1,0,0,1,1436.667,1207.318,0.18861,0,4203.735,0,-0,1,0,25.9771,4.51365,43.33963,4.2956,0.42463,0.31569,0.42463,0.31569,0.22351,0.22351,0.03066,0.03066,-0.24982,-1.05125,-0.51265,-0.51442,-0.05314,-0.49489,-4.29284,-2.39012,-76.53552,-304.562,-92.13261,-86.51048,1,1,1,1,0.00446,0.00263,0.12262,0.07222,-76.53552,-304.562,-92.13261,-86.51048,-67.34682,-203.9028,-46.67213,-44.68028,-67.34682,-203.9028,-46.67213,-44.68028,860.1003,737.3408,-46.67213,-44.68028,920.6431,920.6431,0,0,2101.867,2101.867,0,0,0,0,0,0,0,0,0,0,39.54455,3.79508,43.33963
1.81666,0.01667,1.78331,0.46216,1,1,0,0,1,1513.334,1275.597,0.23836,0,4270.901,0,-0,1,0,25.96929,5.10109,44.0635,4.83432,0.49335,0.36915,0.49335,0.36915,0.2527,0.2527,0.03284,0.03284,-0.18602,-1.09784,-0.54769,-0.55019,-0.03798,-0.70005,-6.46035,-3.65859,-56.66698,-312.7287,-100.8656,-93.7997,1,1,1,1,0.00577,0.00348,0.15867,0.09577,-56.66698,-312.7287,-100.8656,-93.7997,-65.96503,-229.9255,-56.49832,-53.61451,-65.96503,-229.9255,-56.49832,-53.61451,875.7867,728.3815,-56.49832,-53.61451,935.0911,935.0911,0,0,2135.451,2135.451,0,0,0,0,0,0,0,0,0,0,39.48905,4.57445,44.0635
1.83333,0.01667,2.01642,0.52468,1,1,0,0,1,1590,1346.219,0.29155,0,4338.067,0,-0,1,0,25.96026,5.68506,44.98774,5.34914,0.56297,0.42365,0.56297,0.42365,0.28098,0.28098,0.03436,0.03436,-0.103,-1.12326,-0.57126,-0.57459,-0.01448,-0.91783,-8.89427,-5.13295,-31.24023,-315.452,-107.4681,-99.20129,1,1,1,1,0.00718,0.00444,0.19758,0.12213,-31.24023,-315.452,-107.4681,-99.20129,-59.04757,-250.5796,-65.81326,-61.96738,-59.04757,-250.5796,-65.81326,-61.96738,896.3998,724.1937,-65.81326,-61.96738,949.4893,949.4893,0,0,2169.033,2169.033,0,0,0,0,0,0,0,0,0,0,39.67931,5.30843,44.98774
1.84999,0.01667,2.25193,0.58805,1,1,0,0,1,1666.667,1418.55,0.34743,0,4405.234,0,-0,1,0,25.94999,6.26857,46.08133,5.84488,0.63345,0.47907,0.63345,0.47907,0.30859,0.30859,0.03529,0.03529,-0.00478,-1.13197,-0.58467,-0.58891,-0.00004,-1.13604,-11.40221,-6.71994,0,-314.326,-112.006,-102.8568,1,1,1,1,0.00868,0.00549,0.23857,0.15096,-0.00004,-314.326,-112.006,-102.8568,-46.62472,-266.1484,-74.32036,-69.51269,-46.62472,-266.1484,-74.32036,-69.51269,921.9115,724.5209,-74.32036,-69.51269,963.8353,963.8353,0,0,2202.617,2202.617,0,0,0,0,0,0,0,0,0,0,40.10603,5.9753,46.08133
1.86666,0.01667,2.48983,0.65222,1,1,0,0,1,1743.334,1492.118,0.40527,0,4472.4,0,-0,1,0,25.93844,6.85392,47.29996,6.32622,0.70478,0.53531,0.70478,0.53531,0.33574,0.33574,0.03572,0.03572,0.10489,-1.12804,-0.58946,-0.59466,0.02107,-1.3451,-13.79168,-8.31922,31.64997,-310.6271,-114.6666,-104.9719,1,1,1,1,0.01021,0.00661,0.2808,0.18189,31.64997,-310.6271,-114.6666,-104.9719,-29.54821,-277.174,-81.80908,-76.10295,-29.54821,-277.174,-81.80908,-76.10295,951.554,728.873,-81.80908,-76.10295,978.1257,978.1257,0,0,2236.2,2236.2,0,0,0,0,0,0,0,0,0,0,40.73978,6.56018,47.29996
1.88333,0.01667,2.73015,0.71715,1,1,0,0,1,1820.001,1566.577,0.46431,0,4539.567,0,-0,1,0,25.9256,7.4427,48.61034,6.79725,0.77691,0.59228,0.77691,0.59228,0.3626,0.3626,0.03574,0.03574,0.22282,-1.11482,-0.5872,-0.5934,0.10801,-1.53805,-15.8991,-9.83886,67.1871,-305.2855,-115.707,-105.779,1,1,1,1,0.01176,0.0078,0.32339,0.21448,67.1871,-305.2855,-115.707,-105.779,-8.12091,-284.3111,-88.1541,-81.66116,-8.12091,-284.3111,-88.1541,-81.66116,985.0541,736.6591,-88.1541,-81.66116,992.3578,992.3578,0,0,2269.783,2269.783,0,0,0,0,0,0,0,0,0,0,41.55566,7.05468,48.61034
1.89999,0.01667,2.97293,0.78281,1,1,0,0,1,1896.667,1641.675,0.5238,0,4606.733,0,-0,1,0,25.91144,8.0359,49.98006,7.26158,0.84984,0.64994,0.84984,0.64994,0.38932,0.38932,0.03545,0.03545,0.34629,-1.09511,-0.57949,-0.5867,0.29082,-1.71054,-17.61115,-11.20765,104.4654,-298.9854,-115.4294,-105.5277,1,1,1,1,0.01329,0.00903,0.36538,0.24829,104.4654,-298.9854,-115.4294,-105.5277,17.06122,-288.2354,-93.30889,-86.17117,17.06122,-288.2354,-93.30889,-86.17117,1021.874,747.2692,-93.30889,-86.17117,1006.528,1006.528,0,0,2303.367,2303.367,0,0,0,0,0,0,0,0,0,0,42.52387,7.45619,49.98006
1.91666,0.01667,3.21822,0.84918,1,1,0,0,1,1973.334,1717.229,0.58299,0,4673.899,0,-0,1,0,25.89593,8.63404,51.38282,7.72219,0.92354,0.70826,0.92354,0.70826,0.41603,0.41603,0.03492,0.03492,0.47312,-1.07105,-0.56782,-0.57603,0.59504,-1.86005,-18.8688,-12.38027,142.9572,-292.1928,-114.1446,-104.4637,1,1,1,1,0.01475,0.01029,0.40576,0.28287,142.9572,-292.1928,-114.1446,-104.4637,45.40916,-289.583,-97.29414,-89.66652,45.40916,-289.583,-97.29414,-89.66652,1061.484,760.1287,-97.29414,-89.66652,1020.634,1020.634,0,0,2336.95,2336.95,0,0,0,0,0,0,0,0,0,0,43.61587,7.76696,51.38282
1.93333,0.01667,3.46605,0.91625,1,1,0,0,1,2050.001,1793.109,0.64113,0,4738.51,0,-0,1,0,25.87903,9.23702,52.77072,8.18144,0.99803,0.76723,0.99803,0.76723,0.44281,0.44281,0.03423,0.03423,0.60165,-1.04417,-0.55348,-0.56269,1.03852,-1.98506,-19.66065,-13.33622,182.295,-285.1935,-112.1455,-102.8143,1,1,1,1,0.01613,0.01155,0.44346,0.31772,182.295,-285.1935,-112.1455,-102.8143,76.37893,-288.915,-100.1827,-92.21799,76.37893,-288.915,-100.1827,-92.21799,1102.834,774.1726,-100.1827,-92.21799,1034.115,1034.115,0,0,2369.255,2369.255,0,0,0,0,0,0,0,0,0,0,44.77776,7.99295,52.77072
