time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
19.73325,0.01667,10.49623,1,24.92253,25.18193,68.98343,-14.44361,-3.12235,-2.47638,-3.12235,-2.47638,-1.15559,-1.15559,-0.01205,-0.01205,-3.31967,0.06059,0.14957,0.16415,-1731.748,0.83976,1.03112,0.81536,-1731.748,0.83976,1.03112,0.81536,-2409.989,-838.7424,1.03112,0.81536,0,0,0,0,0,0,0,0,68.90672,0.07671,68.98343
19.74992,0.01667,10.67576,1,24.88759,25.52929,69.75529,-14.41639,-3.17543,-2.52047,-3.17543,-2.52047,-1.17271,-1.17271,-0.01325,-0.01325,-3.35269,0.0419,0.16314,0.17933,-1768.995,0.7254,1.40857,1.15287,-1768.995,0.7254,1.40857,1.15287,-2447.078,-841.7021,1.40857,1.15287,0,0,0,0,0,0,0,0,69.64889,0.10641,69.75529
19.76659,0.01667,10.85572,1,24.85209,25.87464,70.53115,-14.38306,-3.22869,-2.56478,-3.22869,-2.56478,-1.18947,-1.18947,-0.01417,-0.01417,-3.38854,0.0189,0.17319,0.19067,-1806.239,0.57699,1.79951,1.52052,-1806.239,0.57699,1.79951,1.52052,-2484.178,-844.6812,1.79951,1.52052,0,0,0,0,0,0,0,0,70.39323,0.13793,70.53115
19.78325,0.01667,11.03613,1,24.81605,26.21785,71.31746,-14.34396,-3.28214,-2.60933,-3.28214,-2.60933,-1.20588,-1.20588,-0.01484,-0.01484,-3.42712,-0.00834,0.17986,0.19832,-1844.125,0.43601,2.17831,1.89505,-1844.125,0.43601,2.17831,1.89505,-2521.876,-847.6417,2.17831,1.89505,0,0,0,0,0,0,0,0,71.14825,0.16922,71.31746
19.79992,0.01667,11.21697,1,24.77944,26.55892,72.12004,-14.29958,-3.33576,-2.65412,-3.33576,-2.65412,-1.22194,-1.22194,-0.01525,-0.01525,-3.46823,-0.03958,0.18339,0.20251,-1883.114,0.2781,2.52148,2.25212,-1883.114,0.2781,2.52148,2.25212,-2560.59,-850.6055,2.52148,2.25212,0,0,0,0,0,0,0,0,71.92173,0.19831,72.12004
19.81659,0.01667,11.39825,1,24.74229,26.89793,72.94498,-14.2505,-3.38955,-2.69912,-3.38955,-2.69912,-1.23766,-1.23766,-0.01542,-0.01542,-3.51157,-0.07447,0.18403,0.20353,-1923.493,-0.00683,2.8098,2.56899,-1923.493,-0.00683,2.8098,2.56899,-2600.581,-853.6721,2.8098,2.56899,0,0,0,0,0,0,0,0,72.72153,0.22345,72.94498
19.83325,0.01667,11.57995,1,24.70459,27.23501,73.79676,-14.1974,-3.4435,-2.74435,-3.4435,-2.74435,-1.25308,-1.25308,-0.01538,-0.01538,-3.55676,-0.11256,0.1821,0.20168,-1965.394,-0.5402,3.0294,2.8266,-1965.394,-0.5402,3.0294,2.8266,-2641.97,-856.9506,3.0294,2.8266,0,0,0,0,0,0,0,0,73.55348,0.24328,73.79676
19.84992,0.01667,11.76206,1,24.66634,27.57036,74.67818,-14.14092,-3.49761,-2.78977,-3.49761,-2.78977,-1.26821,-1.26821,-0.01514,-0.01514,-3.60339,-0.15336,0.17788,0.19729,-2008.818,-1.43941,3.17206,3.01103,-2008.818,-1.43941,3.17206,3.01103,-2684.76,-860.5471,3.17206,3.01103,0,0,0,0,0,0,0,0,74.42131,0.25687,74.67818
19.86659,0.01667,11.94458,1,24.62755,27.90417,75.59072,-14.08174,-3.55187,-2.83539,-3.55187,-2.83539,-1.2831,-1.2831,-0.01473,-0.01473,-3.65106,-0.19637,0.17169,0.19068,-2053.663,-2.81172,3.23513,3.11721,-2053.663,-2.81172,3.23513,3.11721,-2728.855,-864.5585,3.23513,3.11721,0,0,0,0,0,0,0,0,75.32682,0.2639,75.59072
19.88325,0.01667,12.12749,1,24.58822,28.23663,76.535,-14.02045,-3.60627,-2.88119,-3.60627,-2.88119,-1.29777,-1.29777,-0.01417,-0.01417,-3.69939,-0.24111,0.16379,0.18216,-2099.748,-4.75703,3.22069,3.14792,-2099.748,-4.75703,3.22069,3.14792,-2774.096,-869.0749,3.22069,3.14792,0,0,0,0,0,0,0,0,76.27042,0.26457,76.535
19.89992,0.01667,12.31078,1,24.54836,28.56794,77.5107,-13.95756,-3.66081,-2.92715,-3.66081,-2.92715,-1.31224,-1.31224,-0.01347,-0.01347,-3.74802,-0.28715,0.15444,0.17199,-2146.845,-7.36086,3.1346,3.10894,-2146.845,-7.36086,3.1346,3.10894,-2820.272,-874.1735,3.1346,3.10894,0,0,0,0,0,0,0,0,77.25131,0.25938,77.5107
19.91659,0.01667,12.49445,1,24.50796,28.89824,78.51685,-13.8935,-3.71547,-2.97326,-3.71547,-2.97326,-1.32655,-1.32655,-0.01264,-0.01264,-3.79668,-0.33412,0.14385,0.1604,-2194.705,-10.69183,2.98554,3.00818,-2194.705,-10.69183,2.98554,3.00818,-2867.158,-879.9167,2.98554,3.00818,0,0,0,0,0,0,0,0,78.26784,0.249,78.51685
19.93325,0.01667,12.67848,1,24.46704,29.22765,79.55237,-13.82862,-3.77025,-3.01953,-3.77025,-3.01953,-1.3407,-1.3407,-0.01171,-0.01171,-3.84512,-0.38172,0.13218,0.14758,-2243.074,-14.81455,2.78398,2.85442,-2243.074,-14.81455,2.78398,2.85442,-2914.524,-886.3632,2.78398,2.85442,0,0,0,0,0,0,0,0,79.31813,0.23424,79.55237
19.94992,0.01667,12.86288,1,24.42559,29.55627,80.61707,-13.7632,-3.82516,-3.06593,-3.82516,-3.06593,-1.35471,-1.35471,-0.01068,-0.01068,-3.89315,-0.42968,0.11959,0.13369,-2291.712,-19.81389,2.54148,2.65558,-2291.712,-19.81389,2.54148,2.65558,-2962.151,-893.5901,2.54148,2.65558,0,0,0,0,0,0,0,0,80.40117,0.2159,80.61707
19.96659,0.01667,13.04764,1,24.38362,29.88418,81.7094,-13.69742,-3.88018,-3.11247,-3.88018,-3.11247,-1.3686,-1.3686,-0.00956,-0.00956,-3.94063,-0.47783,0.10618,0.11884,-2340.403,-25.7182,2.26987,2.42156,-2340.403,-25.7182,2.26987,2.42156,-3009.843,-901.6235,2.26987,2.42156,0,0,0,0,0,0,0,0,81.5145,0.1949,81.7094
19.98325,0.01667,13.23275,1,24.34114,30.2114,82.82779,-13.63143,-3.93531,-3.15915,-3.93531,-3.15915,-1.38237,-1.38237,-0.00835,-0.00835,-3.98747,-0.52603,0.09203,0.10312,-2388.964,-32.53912,1.98095,2.16296,-2388.964,-32.53912,1.98095,2.16296,-3057.431,-910.4744,1.98095,2.16296,0,0,0,0,0,0,0,0,82.65564,0.17215,82.82779
19.99992,0.01667,13.41822,1,24.29814,30.53794,83.97087,-13.56531,-3.99056,-3.20595,-3.99056,-3.20595,-1.39603,-1.39603,-0.00706,-0.00706,-4.03362,-0.5742,0.0772,0.08661,-2437.244,-40.27685,1.68617,1.89044,-2437.244,-40.27685,1.68617,1.89044,-3104.779,-920.1434,1.68617,1.89044,0,0,0,0,0,0,0,0,83.82229,0.14858,83.97087
20.01659,0.01667,13.60405,1,24.25462,30.86377,85.13752,-13.49909,-4.04591,-3.25288,-4.04591,-3.25288,-1.40958,-1.40958,-0.00569,-0.00569,-4.07905,-0.62228,0.06174,0.06934,-2485.132,-48.9233,1.39653,1.61476,-2485.132,-48.9233,1.39653,1.61476,-3151.786,-930.624,1.39653,1.61476,0,0,0,0,0,0,0,0,85.01243,0.1251,85.13752
20.03325,0.01667,13.79023,1,24.2106,31.18884,86.32697,-13.43278,-4.10138,-3.29994,-4.10138,-3.29994,-1.42301,-1.42301,-0.00425,-0.00425,-4.12376,-0.67027,0.04567,0.05135,-2532.547,-58.4651,1.12249,1.34647,-2532.547,-58.4651,1.12249,1.34647,-3198.377,-941.9044,1.12249,1.34647,0,0,0,0,0,0,0,0,86.2244,0.10257,86.32697
20.04992,0.01667,13.97676,1,24.16607,31.51309,87.53889,-13.36635,-4.15696,-3.34714,-4.15696,-3.34714,-1.43633,-1.43633,-0.00272,-0.00272,-4.16779,-0.71819,0.02899,0.03264,-2579.447,-68.88721,0.87406,1.09595,-2579.447,-68.88721,0.87406,1.09595,-3244.513,-953.9717,0.87406,1.09595,0,0,0,0,0,0,0,0,87.45705,0.08184,87.53889
20.06659,0.01667,13.87911,0,20.83489,30.87278,27.5454,-13.17563,-4.16954,-3.36338,-4.16954,-3.36338,-1.42405,-1.42405,0.00306,0.00306,-1.61913,1.61276,-0.03261,-0.03669,-2119.492,17.42333,0.64285,0.85814,-2119.492,17.42333,0.64285,0.85814,-1820.695,176.4853,0.64285,0.85814,0,0,0,0,0,0,0,0,27.48305,0.06236,27.5454
20.08325,0.01667,13.79567,0,17.73009,29.9659,6.26882,-12.73134,-4.14234,-3.35547,-4.14234,-3.35547,-1.37636,-1.37636,0.01662,0.01662,0.52924,3.46368,-0.17766,-0.19931,-1432.909,442.2982,-0.14651,0.13942,-1432.909,442.2982,-0.14651,0.13942,-1228.388,557.7502,-0.14651,0.13942,0,0,0,0,0,0,0,0,6.26911,-0.00029,6.26882
20.09992,0.01667,13.7208,0,14.51774,28.64433,-23.70782,-12.061,-4.11643,-3.35785,-4.11643,-3.35785,-1.30883,-1.30883,0.03406,0.03406,2.52174,5.08594,-0.36556,-0.40843,-707.6042,1083.747,-3.15567,-2.54791,-707.6042,1083.747,-3.15567,-2.54791,-573.0833,1161.07,-3.15567,-2.54791,0,0,0,0,0,0,0,0,-23.47088,-0.23695,-23.70782
20.11659,0.01667,13.64997,0,11.29959,26.76531,-62.57983,-11.09908,-4.08914,-3.37156,-4.08914,-3.37156,-1.21454,-1.21454,0.05577,0.05577,4.19192,6.32068,-0.60087,-0.66734,235.7657,1822.364,-10.97874,-9.71322,235.7657,1822.364,-10.97874,-9.71322,318.482,1874.325,-10.97874,-9.71322,0,0,0,0,0,0,0,0,-61.72022,-0.85961,-62.57983
20.13325,0.01667,13.57766,0,8.07675,24.28792,-103.3152,-9.80214,-4.05717,-3.39592,-4.05717,-3.39592,-1.08867,-1.08867,0.08192,0.08192,5.48007,7.12583,-0.88666,-0.97669,1242.437,2509.26,-27.22659,-25.2296,1242.437,2509.26,-27.22659,-25.2296,1292.624,2546.881,-27.22659,-25.2296,0,0,0,0,0,0,0,0,-101.136,-2.1792,-103.3152
20.14992,0.01667,13.49968,0,4.84958,21.27077,-140.3472,-8.20198,-4.01752,-3.42752,-4.01752,-3.42752,-0.93347,-0.93347,0.111,0.111,6.40141,7.55563,-1.20823,-1.31713,2136.508,3081.245,-55.45148,-53.70771,2136.508,3081.245,-55.45148,-53.70771,2166.441,3107.796,-55.45148,-53.70771,0,0,0,0,0,0,0,0,-135.8124,-4.53483,-140.3472
20.16659,0.01667,13.13584,0,1.61998,17.75083,-174.0895,-6.41986,-3.92891,-3.42409,-3.92891,-3.42409,-0.75328,-0.75328,0.14039,0.14039,7.04287,7.74389,-1.54771,-1.66645,2832.457,3533.083,-97.28471,-98.85229,2832.457,3533.083,-97.28471,-98.85229,2900.874,3601.22,-97.28471,-98.85229,0,0,0,0,0,0,0,0,-165.9414,-8.14817,-174.0895
20.18325,0.01667,12.76574,0,0,14.03963,-191.7652,-4.53878,-3.79117,-3.3802,-3.79117,-3.3802,-0.56111,-0.56111,0.16642,0.16642,6.28781,6.67534,-1.87173,-1.98802,3217.943,3801.346,-151.5462,-162.0793,3217.943,3801.346,-151.5462,-162.0793,3217.943,3801.346,-151.5462,-162.0793,0,0,0,0,0,0,0,0,-178.7361,-13.02903,-191.7652
20.19992,0.01667,12.40603,0,0,10.42161,-188.0487,-2.62482,-3.64936,-3.33439,-3.64936,-3.33439,-0.37197,-0.37197,0.18561,0.18561,4.26501,4.46627,-2.13118,-2.23204,3039.752,3605.874,-212.9994,-240.1984,3039.752,3605.874,-212.9994,-240.1984,3039.752,3605.874,-212.9994,-240.1984,0,0,0,0,0,0,0,0,-169.2214,-18.82732,-188.0487
20.21659,0.01667,12.05335,0,0,7.23938,-165.3891,-0.91375,-3.5095,-3.28316,-3.5095,-3.28316,-0.20644,-0.20644,0.19425,0.19425,2.41916,2.50092,-2.27652,-2.35347,2499.945,3021.681,-272.9168,-323.7823,2499.945,3021.681,-272.9168,-323.7823,2499.945,3021.681,-272.9168,-323.7823,0,0,0,0,0,0,0,0,-140.6003,-24.78884,-165.3891
20.23325,0.01667,11.70051,0,0,4.62119,-137.2173,0.42965,-3.37457,-3.22319,-3.37457,-3.22319,-0.0771,-0.0771,0.19088,0.19088,0.92207,0.94281,-2.28185,-2.33314,1890.489,2322.732,-321.7173,-398.823,1890.489,2322.732,-321.7173,-398.823,1890.489,2322.732,-321.7173,-398.823,0,0,0,0,0,0,0,0,-107.2837,-29.93361,-137.2173
20.24992,0.01667,11.3414,0,0,2.51027,-113.1153,1.38707,-3.24459,-3.15394,-3.24459,-3.15394,0.01648,0.01648,0.17697,0.17697,-0.20089,-0.20358,-2.15643,-2.18529,1396.758,1732.938,-352.2606,-452.2527,1396.758,1732.938,-352.2606,-452.2527,1396.758,1732.938,-352.2606,-452.2527,0,0,0,0,0,0,0,0,-79.69323,-33.42212,-113.1153
20.26659,0.01667,10.97237,0,0,0.81234,-92.98662,2.03264,-3.118,-3.07634,-3.118,-3.07634,0.08189,0.08189,0.15565,0.15565,-1.01696,-1.02319,-1.93247,-1.94429,1017.946,1265.206,-362.2542,-476.6161,1017.946,1265.206,-362.2542,-476.6161,1017.946,1265.206,-362.2542,-476.6161,0,0,0,0,0,0,0,0,-58.1372,-34.84941,-92.98662
20.28325,0.01667,10.59125,0,0,-0.51543,-74.1282,2.43132,-2.9936,-2.99091,-2.9936,-2.99091,0.12524,0.12524,0.13,0.13,-1.58367,-1.5843,-1.64375,-1.6444,703.3281,862.1482,-353.3168,-471.4999,703.3281,862.1482,-353.3168,-471.4999,703.3281,862.1482,-353.3168,-471.4999,0,0,0,0,0,0,0,0,-39.86261,-34.26559,-74.1282
20.29992,0.01667,10.19658,0,0,-1.49864,-56.01262,2.62513,-2.87063,-2.89771,-2.87063,-2.89771,0.15046,0.15046,0.10251,0.10251,-1.93656,-1.92897,-1.31973,-1.31456,433.6083,509.9133,-328.6819,-441.2909,433.6083,509.9133,-328.6819,-441.2909,433.6083,509.9133,-328.6819,-441.2909,0,0,0,0,0,0,0,0,-24.02543,-31.98719,-56.01262
20.31659,0.01667,9.7874,0,0,-2.16919,-39.38501,2.64834,-2.74843,-2.79674,-2.74843,-2.79674,0.16075,0.16075,0.07522,0.07522,-2.10572,-2.09113,-0.98568,-0.97884,209.8528,217.3549,-292.7802,-393.4145,209.8528,217.3549,-292.7802,-393.4145,209.8528,217.3549,-292.7802,-393.4145,-13.62188,-13.62188,-8.3494,-8.3494,13.56245,13.56245,-13.56245,-13.56245,-10.87824,-28.50678,-39.38501
20.33325,0.01667,9.36261,0,0,-2.57529,-25.36156,2.50169,-2.62618,-2.68821,-2.62618,-2.68821,0.15783,0.15783,0.04801,0.04801,-2.10391,-2.08539,-0.64026,-0.63462,41.88468,-2.43408,-250.2369,-336.0677,41.88468,-2.43408,-250.2369,-336.0677,41.88468,-2.43408,-250.2369,-336.0677,-113.1568,-113.1568,-69.35844,-69.35844,112.6632,112.6632,-112.6632,-112.6632,-1.00455,-24.35701,-25.36156
20.34992,0.01667,8.96339,0,0,-2.48419,-4.43502,2.12546,-2.51187,-2.57773,-2.51187,-2.57773,0.13875,0.13875,0.02216,0.02216,-1.87998,-1.8626,-0.30036,-0.29758,-59.11274,-132.0381,-206.4917,-277.214,-59.11274,-132.0381,-206.4917,-277.214,-59.11274,-132.0381,-206.4917,-277.214,-288.1998,-288.1998,-87.22478,-84.78776,286.9426,286.9426,-141.6846,-137.726,15.6597,-20.09472,-4.43502
20.36659,0.01667,8.5137,0,0,-2.08357,-9.40962,1.57946,-2.39711,-2.45762,-2.39711,-2.45762,0.10764,0.10764,0.00052,0.00052,-1.48215,-1.46973,-0.00716,-0.0071,-97.46317,-174.5809,-167.8812,-225.3673,-97.46317,-174.5809,-167.8812,-225.3673,-97.46317,-174.5809,-167.8812,-225.3673,-571.0402,-571.0402,87.16566,82.34021,568.5491,568.5491,141.5886,133.7503,6.92722,-16.33683,-9.40962
20.38325,0.01667,8.08639,0,0,-0.97479,4.94632,0.91677,-2.28648,-2.32676,-2.28648,-2.32676,0.064,0.064,-0.00729,-0.00729,-0.89493,-0.89001,0.10194,0.10139,-93.60452,-159.2054,-136.1344,-182.7704,-93.60452,-159.2054,-136.1344,-182.7704,-93.60452,-159.2054,-136.1344,-182.7704,-914.8175,-914.8175,197.5417,180.0224,910.8268,910.8268,320.8793,292.4216,18.19466,-13.24835,4.94632
20.39992,0.01667,7.60472,0,0,-0.17575,-5.74603,0.15593,-2.1747,-2.18597,-2.1747,-2.18597,0.01351,0.01351,-0.00643,-0.00643,-0.19185,-0.19156,0.09133,0.0912,-73.01973,-123.2467,-110.3843,-148.2297,-73.01973,-123.2467,-110.3843,-148.2297,-73.01973,-123.2467,-110.3843,-148.2297,-350.0135,-303.225,252.3039,218.5768,348.4866,301.9023,409.8329,355.0479,4.99764,-10.74367,-5.74603
20.41659,0.01667,7.14617,0,0,0.01276,7.84974,-0.01383,-2.0501,-2.05047,-2.0501,-2.05047,-0.00024,-0.00024,-0.00091,-0.00091,0.0035,0.0035,0.01308,0.01308,-55.32399,-93.37117,-89.60158,-120.328,-55.32399,-93.37117,-89.60158,-120.328,-55.32399,-93.37117,-89.60158,-120.328,157.035,128.351,35.29908,28.85135,-156.35,-127.7911,57.33849,46.86504,16.5709,-8.72116,7.84974
20.43325,0.01667,6.62918,0,0,-0.00302,-2.90512,-0.01037,-1.91417,-1.91407,-1.91417,-1.91407,-0.00043,-0.00043,-0.00025,-0.00025,0.00633,0.00633,0.00366,0.00366,-41.13475,-70.72419,-72.75054,-97.69847,-41.90485,-70.72419,-72.75054,-97.69847,-41.13475,-70.72419,-72.75054,-97.69847,89.2683,67.50624,83.12105,62.85757,-88.87888,-67.21176,135.0187,102.1035,4.17589,-7.08101,-2.90512
20.44992,0.01667,6.09707,0,0,-0.00143,-2.77462,-0.00304,-1.76744,-1.7675,-1.76744,-1.7675,-0.00007,-0.00007,-0.00017,-0.00017,0.00105,0.00105,0.00247,0.00247,-30.47942,-52.06519,-59.06857,-79.3247,-31.74143,-53.57108,-59.06857,-79.3247,-30.47942,-52.06519,-59.06857,-79.3247,57.3845,39.49925,75.80229,52.1767,-57.13417,-39.32695,123.1304,84.75385,2.97469,-5.74931,-2.77462
20.46658,0.01667,5.5636,0,0,-0.00192,-4.41494,-0.00139,-1.61944,-1.61946,-1.61944,-1.61946,-0.00003,-0.00003,-0.00008,-0.00008,0.00047,0.00047,0.00118,0.00118,-22.49286,-37.29847,-47.95988,-64.40658,-24.04303,-40.57822,-47.95988,-64.40658,-22.49286,-37.29847,-47.95988,-64.40658,28.95521,15.23875,81.92953,48.78555,-28.8289,-15.17228,133.0832,79.2454,0.25313,-4.66807,-4.41494
20.48325,0.01667,5.02915,0,0,-0.00364,-5.62638,0.00063,-1.47107,-1.47118,-1.47107,-1.47118,0.00009,0.00009,-0.00009,-0.00009,-0.00144,-0.00144,0.00144,0.00144,-16.55291,-26.81198,-38.94034,-52.29401,-18.21175,-30.73659,-38.94034,-52.29401,-16.55291,-26.81198,-38.94034,-52.29401,-0.02695,0,88.42513,48.05624,0.02683,0,143.6344,78.06074,-1.8362,-3.79017,-5.62638
20.49992,0.01667,4.49376,0,0,-0.00267,-6.42761,0.00017,-1.32249,-1.32258,-1.32249,-1.32258,0.00007,0.00007,-0.00009,-0.00009,-0.00102,-0.00102,0.00142,0.00142,-12.18985,-19.40551,-31.61705,-42.45938,-13.79477,-23.2819,-31.61705,-42.45938,-12.18985,-19.40551,-31.61705,-42.45938,-25.17592,-5.96516,94.89396,42.6689,25.06609,5.93914,154.1422,69.30975,-3.35023,-3.07738,-6.42761
20.51658,0.01667,3.95715,0,0,-0.00326,-6.91091,0.00059,-1.17361,-1.17372,-1.17361,-1.17372,0.00009,0.00009,-0.00009,-0.00009,-0.00143,-0.00143,0.00147,0.00147,-8.99993,-14.15242,-25.671,-34.47429,-10.44906,-17.63523,-25.671,-34.47429,-8.99993,-14.15242,-25.671,-34.47429,-37.40655,-14.87868,97.46679,38.768,37.24337,14.81377,158.3214,62.97327,-4.41228,-2.49863,-6.91091
20.53325,0.01667,3.41883,0,0,-0.00172,-7.13901,0.00072,-1.02436,-1.02442,-1.02436,-1.02442,0.00007,0.00007,-0.00005,-0.00005,-0.00112,-0.00112,0.00076,0.00076,-6.66116,-10.39143,-20.84321,-27.99092,-7.9148,-13.35807,-20.84321,-27.99092,-6.66116,-10.39143,-20.84321,-27.99092,-56.75744,-11.15884,103.3353,29.13684,56.50985,11.11016,167.8539,47.32878,-5.11028,-2.02873,-7.13901
20.54992,0.01667,2.87851,0,0,-0.003,-7.15194,0.00098,-0.87453,-0.87463,-0.87453,-0.87463,0.0001,0.0001,-0.00007,-0.00007,-0.00158,-0.00158,0.00112,0.00112,-4.93994,-7.67393,-16.92335,-22.72684,-5.99518,-10.11827,-16.92335,-22.72684,-4.93994,-7.67393,-16.92335,-22.72684,-63.14814,-12.13434,102.6053,25.04004,62.87267,12.0814,166.6681,40.67409,-5.50475,-1.6472,-7.15194
