time_s,dt_s,speed_kmh,signed_forward_speed_mps,steer_input,throttle_input,brake_input,reverse_input,gear,rpm,displayed_rpm,clutch_engagement,clutch_is_locked,classic_drive_force_request_n,classic_engine_brake_force_request_n,classic_service_brake_force_request_n,limiter_torque_multiplier,rev_limiter_active,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
98.31627,0.01667,4.83704,-1.28506,-1,0,0,1,-1,1900.001,1858.476,0.92593,0,-4586.709,0,0,1,0,-25.76257,-12.18352,-53.42978,10.9102,-1.09902,-1.40697,-1.09902,-1.40697,0.59268,0.59268,0.04751,0.04751,-0.89932,1.21065,-0.7618,-0.73978,-2.93194,6.45258,-24.14804,-29.41253,-322.882,483.1556,-93.40077,-106.6939,1,0.99956,1,0.99956,0.01774,0.02043,0.48778,0.5502,-322.882,482.9441,-93.40077,-106.6596,-328.9534,339.6688,-88.52414,-102.1301,-328.9534,339.6688,-88.52414,-102.1301,700.5334,1302.697,-88.52414,-102.1301,996.7899,996.7899,0,0,-2293.354,-2293.354,0,0,0,0,0,0,0,0,0,0,-45.50938,-7.9204,-53.42978
98.33294,0.01667,5.06706,-1.34788,-1,0,0,1,-1,1773.334,1889.572,0.95572,1,-4478.384,0,0,1,0,-25.73921,-12.6896,-53.05141,11.28109,-1.15604,-1.47735,-1.15604,-1.47735,0.61511,0.61511,0.04629,0.04629,-0.83027,1.35208,-0.73856,-0.71546,-2.62096,12.08689,-23.84136,-27.78404,-299.807,536.1337,-91.51453,-102.7083,1,0.98865,1,0.98865,0.01849,0.03112,0.5085,0.55511,-299.807,530.185,-91.51453,-101.8578,-323.2261,383.4345,-89.17487,-102.3241,-323.2261,383.4345,-89.17487,-102.3241,681.2709,1317.817,-89.17487,-102.3241,972.4265,972.4265,0,0,-2239.192,-2239.192,0,0,0,0,0,0,0,0,0,0,-45.09591,-7.9555,-53.05141
98.34961,0.01667,5.29026,-1.40894,-1,0,0,1,-1,1646.667,1887.37,0.97847,1,-4370.059,0,0,1,0,-25.71556,-13.17452,-52.71287,11.62813,-1.21158,-1.54569,-1.21158,-1.54569,0.63633,0.63633,0.04486,0.04486,-0.75559,1.49341,-0.71209,-0.68817,-2.25549,25.26101,-23.0981,-26.26135,-274.3401,580.2317,-89.2911,-97.18665,1,0.96517,1,0.96517,0.0191,0.05413,0.52514,0.56567,-274.3401,560.9043,-89.2911,-94.71661,-312.8355,424.9801,-89.29914,-101.2327,-312.8355,424.9801,-89.29914,-101.2327,666.2405,1330.982,-89.29914,-101.2327,948.0925,948.0925,0,0,-2185.029,-2185.029,0,0,0,0,0,0,0,0,0,0,-44.79755,-7.91532,-52.71287
98.36627,0.01667,5.50666,-1.46822,-1,0,0,1,-1,1520,1877.37,0.99341,1,-4261.733,0,0,1,0,-25.69171,-13.63867,-52.34261,11.95335,-1.26561,-1.61199,-1.26561,-1.61199,0.65643,0.65643,0.04325,0.04325,-0.67672,1.63358,-0.68308,-0.6586,-1.86317,47.81194,-21.98891,-24.7976,-246.9626,614.3476,-86.78793,-90.59485,1,0.93163,1,0.93163,0.01955,0.087,0.53758,0.58077,-246.9626,575.6151,-86.78793,-86.09647,-298.4296,460.8954,-88.94144,-98.78252,-298.4296,460.8954,-88.94144,-98.78252,654.8649,1339.123,-88.94144,-98.78252,923.7917,923.7917,0,0,-2130.866,-2130.866,0,0,0,0,0,0,0,0,0,0,-44.54394,-7.79867,-52.34261
98.38294,0.01667,5.71636,-1.52576,-1,0,0,1,-1,1393.334,1828.481,0.99981,1,-4153.409,0,0,1,0,-25.66774,-14.08161,-51.89945,12.2573,-1.31816,-1.67625,-1.31816,-1.67625,0.67541,0.67541,0.04149,0.04149,-0.59379,1.77259,-0.6519,-0.62711,-1.46477,81.17925,-20.57149,-23.33517,-217.7156,638.2789,-84.00937,-83.28738,1,0.89024,1,0.89024,0.01985,0.12757,0.54574,0.59939,-217.7156,577.1299,-84.00937,-76.70684,-280.5314,489.1594,-88.14093,-95.05459,-280.5314,489.1594,-88.14093,-95.05459,646.6791,1340.418,-88.14093,-95.05459,899.528,899.528,0,0,-2076.704,-2076.704,0,0,0,0,0,0,0,0,0,0,-44.28891,-7.61054,-51.89945
98.39961,0.01667,5.91942,-1.58159,-1,0,0,1,-1,1266.667,1740.704,1,1,-4045.084,0,0,1,0,-25.64373,-14.5026,-51.37025,12.5397,-1.36926,-1.73851,-1.36926,-1.73851,0.69325,0.69325,0.03958,0.03958,-0.50619,1.91108,-0.61862,-0.59378,-1.07888,126.2897,-18.90762,-21.83023,-186.5131,651.6687,-80.97599,-75.58173,1,0.84293,1,0.84293,0.01999,0.17393,0.54964,0.62068,-186.5131,569.147,-80.97599,-67.13894,-259.5237,509.0878,-86.93312,-90.23183,-259.5237,509.0878,-86.93312,-90.23183,641.3422,1334.247,-86.93312,-90.23183,875.3033,875.3033,0,0,-2022.542,-2022.542,0,0,0,0,0,0,0,0,0,0,-44.01023,-7.36001,-51.37025
98.41627,0.01667,6.11594,-1.63573,-1,0,0,1,-1,1140,1614.039,1,1,-3936.759,0,0,1,0,-25.61975,-14.90106,-50.77197,12.79998,-1.41895,-1.79879,-1.41895,-1.79879,0.70991,0.70991,0.0375,0.0375,-0.41315,2.04982,-0.58323,-0.55863,-0.76909,184.1093,-17.03223,-20.22384,-152.6931,656.638,-77.30098,-67.6482,0.99872,0.7914,0.99872,0.7914,0.02126,0.22443,0.55058,0.64387,-152.4981,558.0698,-77.22363,-57.7556,-235.5459,521.6044,-85.28312,-84.53873,-235.5459,521.6044,-85.28312,-84.53873,638.7326,1321.443,-85.28312,-84.53873,851.1205,851.1205,0,0,-1968.379,-1968.379,0,0,0,0,0,0,0,0,0,0,-43.71701,-7.05496,-50.77197
98.43294,0.01667,6.30598,-1.6882,-1,0,0,1,-1,1013.333,1448.484,1,1,-3828.433,0,0,1,0,-25.59587,-15.27703,-50.14412,13.03804,-1.46726,-1.85709,-1.46726,-1.85709,0.72539,0.72539,0.03527,0.03527,-0.31433,2.18926,-0.54577,-0.52168,-0.60544,254.9996,-15.20553,-18.48157,-115.6938,653.3157,-72.86882,-59.64431,0.99108,0.73713,0.99108,0.73713,0.02875,0.27762,0.55402,0.66829,-114.6667,548.6093,-72.35422,-48.82375,-208.4063,528.6288,-83.08125,-78.2137,-208.4063,528.6288,-83.08125,-78.2137,639.0271,1303.732,-83.08125,-78.2137,826.9812,826.9811,0,0,-1914.217,-1914.217,0,0,0,0,0,0,0,0,0,0,-43.4434,-6.70072,-50.14412
98.44961,0.01667,6.49077,-1.73931,-1,0,0,1,-1,900,1295.018,1,1,-3762.868,0,0,1,0,-25.57215,-15.63512,-49.99668,13.25462,-1.51418,-1.91344,-1.51418,-1.91344,0.7397,0.7397,0.0329,0.0329,-0.21014,2.3292,-0.50646,-0.48316,-0.39832,339.0559,-13.42425,-16.59288,-76.54175,642.546,-67.74509,-51.70549,0.97748,0.68137,0.97748,0.68137,0.04207,0.33225,0.56013,0.69338,-74.82714,545.8459,-66.52189,-40.51767,-178.2715,532.8369,-80.23636,-71.48543,-178.2715,532.8369,-80.23636,-71.48543,651.3076,1292.758,-80.23636,-71.48543,812.1161,812.1161,0,0,-1881.434,-1881.434,0,0,0,0,0,0,0,0,0,0,-43.69366,-6.30302,-49.99668
98.46627,0.01667,6.67482,-1.79018,-1,0,0,1,-1,900,1151.551,1,1,-3762.868,0,0,1,0,-25.54815,-15.99113,-50.60465,13.4639,-1.56053,-1.969,-1.56053,-1.969,0.75361,0.75361,0.03051,0.03051,-0.10598,2.46648,-0.46731,-0.44496,-0.1468,436.2929,-11.76519,-14.73185,-37.96742,623.1047,-62.26623,-44.18164,0.95854,0.62402,0.95854,0.62402,0.06063,0.38846,0.56866,0.71919,-36.39939,552.8672,-60.17247,-33.10911,-145.9876,537.1367,-76.74934,-64.58781,-145.9876,537.1367,-76.74934,-64.58781,679.6917,1296.022,-76.74934,-64.58781,811.405,811.405,0,0,-1881.434,-1881.434,0,0,0,0,0,0,0,0,0,0,-44.73304,-5.87161,-50.60465
