time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
9.4333,0.01667,7.13564,1,25.48902,0.53698,6.75047,-0.40826,-1.9559,-1.94329,-1.9559,-1.94329,-0.02274,-0.02274,-0.00041,-0.00041,-11.82427,-11.7666,0.00597,0.00598,1026.843,629.7411,-18.54868,-18.65676,1026.843,629.7411,-18.54868,-18.65676,79.82977,-278.6216,-18.54868,-18.65676,0,0,0,0,0,0,0,0,8.29611,-1.54564,6.75047
9.44996,0.01667,7.36192,1,25.45627,0.67316,10.2918,-0.5001,-2.02158,-2.00617,-2.02158,-2.00617,-0.02795,-0.02795,-0.00066,-0.00066,-12.04016,-11.97144,0.00963,0.00965,910.2823,540.7349,-15.05931,-15.14707,910.2823,540.7349,-15.05931,-15.14707,-0.86633,-334.5357,-15.05931,-15.14707,0,0,0,0,0,0,0,0,11.54667,-1.25487,10.2918
9.46663,0.01667,7.57583,1,25.4243,0.90732,17.76277,-0.6442,-2.08491,-2.06499,-2.08491,-2.06499,-0.03673,-0.03673,-0.00147,-0.00147,-12.1946,-12.10775,0.02107,0.02112,654.7507,416.5725,-8.11964,-8.01462,654.7507,416.5725,-8.11964,-8.01462,-216.3936,-431.505,-8.11964,-8.01462,0,0,0,0,0,0,0,0,18.43303,-0.67027,17.76277
9.4833,0.01667,7.77695,1,25.39334,1.33878,31.46195,-0.92104,-2.14668,-2.11844,-2.14668,-2.11844,-0.05329,-0.05329,-0.00328,-0.00328,-12.24162,-12.12059,0.04677,0.04695,297.145,186.2076,6.65615,7.58311,297.145,186.2076,6.65615,7.58311,-538.3792,-638.5984,6.65615,7.58311,0,0,0,0,0,0,0,0,30.8704,0.59155,31.46195
9.49996,0.01667,7.96233,1,25.36387,2.03286,48.99061,-1.38708,-2.20726,-2.16464,-2.20726,-2.16464,-0.08161,-0.08161,-0.00615,-0.00615,-12.13716,-11.95631,0.08689,0.08738,-133.8608,-113.7348,27.46177,30.6116,-133.8608,-113.7348,27.46177,30.6116,-926.8988,-908.7128,27.46177,30.6116,0,0,0,0,0,0,0,0,46.57806,2.41256,48.99061
9.51663,0.01667,8.13088,1,25.33639,3.02364,68.64546,-2.06213,-2.26646,-2.20214,-2.26646,-2.20214,-0.12372,-0.12372,-0.00985,-0.00985,-11.85941,-11.58673,0.13813,0.13933,-614.0081,-442.3696,51.59848,61.36464,-614.0081,-442.3696,51.59848,61.36464,-1360.627,-1205.498,51.59848,61.36464,0,0,0,0,0,0,0,0,63.95261,4.69286,68.64546
9.5333,0.01667,8.28388,1,25.311,4.30932,88.12562,-2.9475,-2.32422,-2.23042,-2.32422,-2.23042,-0.18036,-0.18036,-0.01431,-0.01431,-11.40266,-11.00167,0.19905,0.20161,-1122.938,-766.3809,64.64096,87.84467,-1122.938,-766.3809,64.64096,87.84467,-1823.851,-1501.523,64.64096,87.84467,0,0,0,0,0,0,0,0,81.79086,6.33475,88.12562
9.54996,0.01667,8.42343,1,25.28756,5.85912,106.087,-4.0382,-2.38039,-2.24985,-2.38039,-2.24985,-0.25126,-0.25126,-0.02017,-0.02017,-10.77189,-10.20415,0.27846,0.28347,-1643.511,-1061.214,68.09685,105.2605,-1643.511,-1061.214,68.09685,105.2605,-2297.384,-1770.885,68.09685,105.2605,0,0,0,0,0,0,0,0,98.8852,7.20183,106.087
9.56663,0.01667,8.55236,1,25.26575,7.63461,122.128,-5.3152,-2.43473,-2.26112,-2.43473,-2.26112,-0.33523,-0.33523,-0.02789,-0.02789,-9.98201,-9.20795,0.38209,0.39132,-2160.778,-1310.037,66.38515,117.5084,-2160.778,-1310.037,66.38515,117.5084,-2767.702,-1998.344,66.38515,117.5084,0,0,0,0,0,0,0,0,114.4884,7.63954,122.128
9.5833,0.01667,8.67412,1,25.24515,9.58995,135.6177,-6.7484,-2.48716,-2.26519,-2.48716,-2.26519,-0.4305,-0.4305,-0.03755,-0.03755,-9.05522,-8.03475,0.51067,0.52656,-2661.041,-1490.467,63.08669,127.506,-2661.041,-1490.467,63.08669,127.506,-3222.416,-2163.643,63.08669,127.506,0,0,0,0,0,0,0,0,127.6999,7.91785,135.6177
9.59996,0.01667,8.79287,1,25.22517,11.65861,144.9823,-8.29263,-2.53773,-2.26353,-2.53773,-2.26353,-0.53436,-0.53436,-0.04895,-0.04895,-8.02449,-6.7198,0.66098,0.68656,-3109.564,-1561.72,61.16874,137.4134,-3109.564,-1561.72,61.16874,137.4134,-3630.129,-2229.887,61.16874,137.4134,0,0,0,0,0,0,0,0,136.7326,8.24975,144.9823
9.61663,0.01667,8.9133,1,25.20508,13.74713,148.5454,-9.87469,-2.58674,-2.25851,-2.58674,-2.25851,-0.64252,-0.64252,-0.06146,-0.06146,-6.94299,-5.32511,0.82428,0.86272,-3439.835,-1496.794,63.02852,148.5993,-3439.835,-1496.794,63.02852,148.5993,-3930.712,-2172.67,63.02852,148.5993,0,0,0,0,0,0,0,0,139.7536,8.79172,148.5454
9.63329,0.01667,9.03945,1,25.18409,15.75172,145.8841,-11.39532,-2.63475,-2.25333,-2.63475,-2.25333,-0.74919,-0.74919,-0.07397,-0.07397,-5.8826,-3.93925,0.98524,1.03897,-3595.319,-1306.658,70.22086,161.4122,-3595.319,-1306.658,70.22086,161.4122,-4073.087,-2001.974,70.22086,161.4122,0,0,0,0,0,0,0,0,136.2613,9.62279,145.8841
9.64996,0.01667,9.17363,1,25.16163,17.58545,138.2263,-12.75255,-2.68252,-2.2513,-2.68252,-2.2513,-0.84841,-0.84841,-0.08503,-0.08503,-4.91764,-2.65761,1.12484,1.19462,-3560.678,-1038.768,82.97087,175.098,-3560.678,-1038.768,82.97087,175.098,-4043.456,-1760.845,82.97087,175.098,0,0,0,0,0,0,0,0,127.5052,10.72102,138.2263
9.66663,0.01667,9.31626,1,25.13742,19.19776,127.7976,-13.86954,-2.73081,-2.25498,-2.73081,-2.25498,-0.93562,-0.93562,-0.09328,-0.09328,-4.10545,-1.55681,1.22541,1.3098,-3367.24,-753.487,99.81053,188.1447,-3367.24,-753.487,99.81053,188.1447,-3870.238,-1504.03,99.81053,188.1447,0,0,0,0,0,0,0,0,115.835,11.9626,127.7976
9.68329,0.01667,9.4665,1,25.11147,20.57705,116.7918,-14.71121,-2.78019,-2.26574,-2.78019,-2.26574,-1.0085,-1.0085,-0.09779,-0.09779,-3.47471,-0.6781,1.27548,1.37103,-3074.104,-499.2934,117.7797,198.6734,-3074.104,-499.2934,117.7797,198.6734,-3606.964,-1275.514,117.7797,198.6734,0,0,0,0,0,0,0,0,103.6453,13.1465,116.7918
