time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
12.13328,0.01667,6.94118,1,25.51191,-17.51544,-43.73631,14.03445,2.06021,1.6133,2.06021,1.6133,0.80058,0.80058,0.00943,0.00943,2.37389,-0.42133,-0.13598,-0.14364,97.49077,-0.06202,-0.37264,-0.03304,97.49077,-0.06202,-0.37264,-0.03304,918.1053,830.0643,-0.37264,-0.03304,2116.994,-1821.666,-526.9736,-418.8217,-1227.521,2217.47,-855.9959,-680.318,-43.71946,-0.01685,-43.73631
12.14995,0.01667,7.11813,1,25.4875,-17.94358,-44.20157,14.38391,2.11309,1.65512,2.11309,1.65512,0.821,0.821,0.01027,0.01027,2.40581,-0.43762,-0.14703,-0.15565,130.982,-0.12844,-0.51165,-0.05865,130.982,-0.12844,-0.51165,-0.05865,947.614,829.2633,-0.51165,-0.05865,1907.549,-1675.41,-505.6074,-412.1066,-1106.968,2039.266,-821.2894,-669.4105,-44.17788,-0.02369,-44.20157
12.16662,0.01667,7.29542,1,25.4625,-18.37135,-44.76542,14.73593,2.16604,1.69701,2.16604,1.69701,0.84156,0.84156,0.01126,0.01126,2.43469,-0.45586,-0.15999,-0.16973,171.0484,-0.24436,-0.69784,-0.09848,171.0484,-0.24436,-0.69784,-0.09848,983.0538,828.3993,-0.69784,-0.09848,1705.205,-1538.423,-486.0129,-405.6696,-990.3618,1872.368,-789.461,-658.9543,-44.73233,-0.03308,-44.76542
12.18328,0.01667,7.47298,1,25.43691,-18.79868,-45.4277,15.09149,2.21902,1.73895,2.21902,1.73895,0.86228,0.86228,0.01243,0.01243,2.4599,-0.47677,-0.17537,-0.18645,217.6458,-0.43566,-0.94866,-0.15936,217.6458,-0.43566,-0.94866,-0.15936,1024.39,827.4493,-0.94866,-0.15936,1510.731,-1410.637,-467.9725,-399.4347,-878.153,1716.691,-760.1569,-648.8267,-45.38167,-0.04603,-45.4277
12.19995,0.01667,7.6507,1,25.41076,-19.2262,-46.18274,15.25974,2.272,1.7809,2.272,1.7809,0.88322,0.88322,0.01384,0.01384,2.48059,-0.50128,-0.19392,-0.20661,270.3477,-0.73882,-1.28955,-0.25176,270.3477,-0.73882,-1.28955,-0.25176,1071.241,826.3809,-1.28955,-0.25176,1324.882,-1288.855,-451.1812,-393.2312,-770.7856,1568.346,-732.8816,-638.7499,-46.11871,-0.06403,-46.18274
12.21662,0.01667,7.8283,1,25.38407,-19.66343,-47.01661,15.28543,2.32493,1.82272,2.32493,1.82272,0.90462,0.90462,0.01557,0.01557,2.49365,-0.53336,-0.21656,-0.23122,328.1647,-1.21021,-1.75822,-0.39212,328.1647,-1.21021,-1.75822,-0.39212,1122.719,825.1439,-1.75822,-0.39212,1148.473,-1148.473,-435.1271,-386.6807,-668.7414,1397.393,-706.804,-628.1094,-46.92728,-0.08933,-47.01661
12.23328,0.01667,8.00531,1,25.35691,-20.12826,-47.89537,15.33691,2.37774,1.8639,2.37774,1.8639,0.92733,0.92733,0.0177,0.0177,2.48819,-0.58756,-0.24448,-0.2616,388.8187,-1.97042,-2.4112,-0.60619,388.8187,-1.97042,-2.4112,-0.60619,1176.771,823.631,-2.4112,-0.60619,982.5281,-982.5281,-419.3138,-379.3741,-572.6237,1195.368,-681.1174,-616.2409,-47.77002,-0.12535,-47.89537
12.24995,0.01667,8.18165,1,25.32933,-20.61876,-48.76153,15.42278,2.43035,1.90416,2.43035,1.90416,0.95187,0.95187,0.02037,0.02037,2.45782,-0.67227,-0.27925,-0.29949,448.6134,-3.27063,-3.33418,-0.93491,448.6134,-3.27063,-3.33418,-0.93491,1230.059,821.6171,-3.33418,-0.93491,827.8353,-827.8353,-403.0521,-370.7053,-482.904,1007.068,-654.7025,-602.1597,-48.58418,-0.17735,-48.76153
12.26662,0.01667,8.35805,1,25.30132,-21.12751,-49.72257,15.54081,2.48274,1.94361,2.48274,1.94361,0.97816,0.97816,0.02374,0.02374,2.40401,-0.78513,-0.32311,-0.34734,503.5728,-5.52524,-4.65981,-1.44569,503.5728,-5.52524,-4.65981,-1.44569,1282.354,822.0924,-4.65981,-1.44569,684.3848,-684.3848,-378.8517,-360.6738,-399.5909,832.4783,-615.3925,-585.8649,-49.46893,-0.25364,-49.72257
12.28328,0.01667,8.53538,1,25.27271,-21.63047,-50.57628,15.69226,2.53497,1.98265,2.53497,1.98265,1.00616,1.00616,0.0284,0.0284,2.32776,-0.92297,-0.38363,-0.41337,549.835,-9.37139,-6.6451,-2.27125,549.835,-9.37139,-6.6451,-2.27125,1327.399,821.717,-6.6451,-2.27125,552.3048,-552.3048,-336.6314,-332.2017,-322.7753,671.7503,-546.8113,-539.6158,-50.20587,-0.37041,-50.57628
