time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
103.76625,0.01667,9.46645,-1,-25.11147,-20.57643,-116.7918,14.71125,-2.26573,-2.78017,-2.26573,-2.78017,1.00849,1.00849,0.0978,0.0978,0.67823,3.47476,-1.37126,-1.2757,56.75189,2033.435,-136.8539,-198.9655,-1138.906,0,-479.2519,0,0.30936,0,0.30936,0,0.69683,1,0.86079,1,-313.1368,2033.435,-242.7781,-198.9655,499.2364,3074.014,-198.7052,-117.8252,499.2364,3074.014,-198.7052,-117.8252,1275.462,3606.882,-198.7052,-117.8252,823.4113,823.4114,0,0,-1940.265,-1940.265,0,0,0,0,0,0,0,0,0,0,-103.6421,-13.14971,-116.7918
103.78292,0.01667,9.62299,-1,-25.08393,-21.73962,-106.724,15.28299,-2.28377,-2.83095,-2.28377,-2.83095,1.0669,1.0669,0.09824,0.09824,0.02675,3.02609,-1.37406,-1.27208,0.09392,1625.337,-137.8461,-200.5416,-1059.857,0,-448.6704,0,0.29135,0,0.29135,0,0.71448,1,0.86889,1,-308.7216,1625.337,-228.4045,-200.5416,301.7368,2743.188,-205.0503,-133.5016,301.7368,2743.188,-205.0503,-133.5016,1098.498,3309.69,-205.0503,-133.5016,825.2189,825.2188,0,0,-1946.522,-1946.522,0,0,0,0,0,0,0,0,0,0,-92.65941,-14.06455,-106.724
103.79958,0.01667,9.78465,-1,-25.05498,-22.7167,-98.15509,15.61855,-2.30846,-2.88318,-2.30846,-2.88318,1.11231,1.11231,0.09489,0.09489,-0.41876,2.74006,-1.32267,-1.21937,-22.96531,1376.576,-129.5946,-186.1585,-966.0151,0,-410.2344,0,0.26717,0,0.26717,0,0.73818,1,0.87977,1,-274.9174,1376.576,-204.5724,-186.1585,160.3378,2423.793,-206.1128,-144.2052,160.3378,2423.793,-206.1128,-144.2052,972.5766,3023.045,-206.1128,-144.2052,827.3263,827.3264,0,0,-1953.602,-1953.602,0,0,0,0,0,0,0,0,0,0,-83.60173,-14.55336,-98.15509
103.81625,0.01667,9.95056,-1,-25.02478,-23.53609,-90.93621,15.76263,-2.33888,-2.93672,-2.33888,-2.93672,1.14675,1.14675,0.08841,0.08841,-0.69039,2.58921,-1.22725,-1.12732,-63.47607,1250.033,-114.3097,-160.0761,-861.3832,0,-365.9272,0,0.23822,0,0.23822,0,0.76655,1,0.8928,1,-253.5526,1250.033,-174.2497,-160.0761,58.76849,2144.777,-201.5259,-148.4513,58.76849,2144.777,-201.5259,-148.4513,882.9514,2773.135,-201.5259,-148.4513,829.6998,829.6998,0,0,-1961.418,-1961.418,0,0,0,0,0,0,0,0,0,0,-76.39701,-14.5392,-90.93621
103.83292,0.01667,10.12013,-1,-24.99344,-24.22363,-84.98831,15.76011,-2.37408,-2.9913,-2.37408,-2.9913,1.17233,1.17233,0.07968,0.07968,-0.82159,2.54542,-1.10078,-1.00801,-93.15068,1213.8,-94.91544,-128.1492,-749.2739,0,-317.6091,0,0.20604,0,0.20604,0,0.79809,1,0.90728,1,-228.3352,1213.8,-140.7982,-128.1492,-12.39552,1919.945,-191.6121,-146.0882,-12.39552,1919.945,-191.6121,-146.0882,821.0591,2572.448,-191.6121,-146.0882,832.2939,832.2938,0,0,-1969.859,-1969.859,0,0,0,0,0,0,0,0,0,0,-70.95914,-14.02917,-84.98831
103.84958,0.01667,10.29285,-1,-24.96103,-24.80336,-80.25103,15.65281,-2.41314,-3.04665,-2.41314,-3.04665,1.1911,1.1911,0.0696,0.0696,-0.84502,2.58172,-0.95641,-0.87347,-103.5127,1243.105,-74.29424,-95.87748,-632.8152,0,-267.0948,0,0.17221,0,0.17221,0,0.83124,1,0.92251,1,-194.6626,1243.105,-107.496,-95.87748,-58.62229,1751.794,-177.2586,-137.9752,-58.62229,1751.794,-177.2586,-137.9752,781.9134,2423.228,-177.2586,-137.9752,835.0601,835.0599,0,0,-1978.807,-1978.807,0,0,0,0,0,0,0,0,0,0,-67.15518,-13.09584,-80.25103
103.86625,0.01667,10.46827,-1,-24.92763,-25.29788,-76.68905,15.47709,-2.45518,-3.1025,-2.45518,-3.1025,1.20492,1.20492,0.05898,0.05898,-0.7906,2.67384,-0.8058,-0.73421,-95.97031,1318.699,-54.78613,-67.18977,-515.3306,0,-216.2162,0,0.1383,0,0.1383,0,0.86447,1,0.93777,1,-153.9677,1318.699,-77.11186,-67.18977,-84.11541,1639.189,-159.7334,-125.5585,-84.11541,1639.189,-159.7334,-125.5585,761.6713,2324.434,-159.7334,-125.5585,837.9506,837.9504,0,0,-1988.147,-1988.147,0,0,0,0,0,0,0,0,0,0,-64.83709,-11.85196,-76.68905
103.88292,0.01667,10.64591,-1,-24.89329,-25.72836,-74.25029,15.26343,-2.49942,-3.15862,-2.49942,-3.15862,1.21545,1.21545,0.04849,0.04849,-0.68499,2.80065,-0.65835,-0.59864,-76.56578,1424.821,-37.92125,-44.14273,-400.6885,0,-166.6474,0,0.10579,0,0.10579,0,0.89632,1,0.95239,1,-110.8553,1424.821,-51.5394,-44.14273,-93.02726,1578.501,-140.467,-110.5796,-93.02726,1578.501,-140.467,-110.5796,756.5375,2272.769,-140.467,-110.5796,840.9219,840.9219,0,0,-1997.774,-1997.774,0,0,0,0,0,0,0,0,0,0,-63.821,-10.4293,-74.25029
103.89958,0.01667,10.82528,-1,-24.8581,-26.11384,-72.82962,15.03602,-2.54512,-3.2148,-2.54512,-3.2148,1.22414,1.22414,0.03862,0.03862,-0.55075,2.9446,-0.52099,-0.47288,-52.64263,1550.176,-24.61066,-26.9384,-293.4547,0,-120.8973,0,0.07601,0,0.07601,0,0.92551,1,0.96579,1,-70.9472,1550.176,-31.9296,-26.9384,-89.84915,1563.734,-120.8634,-94.6398,-89.84915,1563.734,-120.8634,-94.6398,762.4116,2262.792,-120.8634,-94.6398,843.9364,843.9363,0,0,-2007.592,-2007.592,0,0,0,0,0,0,0,0,0,0,-63.87691,-8.95271,-72.82962
103.91625,0.01667,11.00592,-1,-24.82216,-26.47016,-72.25658,14.81254,-2.5917,-3.27092,-2.5917,-3.27092,1.2321,1.2321,0.0297,0.0297,-0.40566,3.09219,-0.39807,-0.36071,-30.13946,1679.243,-14.84561,-15.39267,-196.4018,0,-80.46288,0,0.05008,0,0.05008,0,0.95092,1,0.97746,1,-38.46614,1679.243,-18.13183,-15.39267,-79.0953,1585.947,-102.0962,-79.08813,-79.0953,1585.947,-102.0962,-79.08813,775.1742,2286.392,-102.0962,-79.08813,846.9623,846.9623,0,0,-2017.522,-2017.522,0,0,0,0,0,0,0,0,0,0,-64.72958,-7.52699,-72.25658
