time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
10.64996,0.01667,9.51248,1,25.10545,23.2307,64.09022,-14.50465,-2.83205,-2.23676,-2.83205,-2.23676,-1.05613,-1.05613,-0.00231,-0.00231,-3.17223,0.10316,0.0299,0.03251,-1705.418,0.98696,0.10125,0.05964,-1475.413,0.66296,-0.00883,0.00071,-2159.528,-822.8991,-0.00883,0.00071,-67.36952,30.14845,17.8056,17.68932,39.5868,-36.64693,28.92274,28.73386,64.09055,-0.00034,64.09022
10.66662,0.01667,9.68949,1,25.07363,23.59416,65.16904,-14.50056,-2.88436,-2.27957,-2.88436,-2.27957,-1.07463,-1.07463,-0.00398,-0.00398,-3.1962,0.10246,0.05118,0.05574,-1729.606,1.1,0.2973,0.19002,-1535.694,0.76329,0.0385,0.02936,-2217.402,-825.7347,0.0385,0.02936,-28.18838,12.76949,8.66281,8.63914,16.58079,-15.52019,14.07154,14.03309,65.16622,0.00282,65.16904
10.68329,0.01667,9.86711,1,25.04121,23.94952,66.12309,-14.4955,-2.93675,-2.32268,-2.93675,-2.32268,-1.09297,-1.09297,-0.0059,-0.0059,-3.22059,0.09901,0.07528,0.08214,-1754.384,1.14847,0.64507,0.44451,-1587.324,0.85506,0.13526,0.09449,-2267.461,-828.5651,0.13526,0.09449,-5.58575,2.52651,1.98381,1.98274,3.28907,-3.0704,3.22242,3.22068,66.11355,0.00954,66.12309
10.69996,0.01667,10.0452,1,25.00821,24.30113,66.98917,-14.48793,-2.98923,-2.36605,-2.98923,-2.36605,-1.11111,-1.11111,-0.00792,-0.00792,-3.24591,0.09267,0.10019,0.10951,-1780.157,1.11349,1.14551,0.84524,-1632.622,0.92092,0.30153,0.21627,-2311.8,-831.4062,0.30153,0.21627,0,0,0,0,0,0,0,0,66.96766,0.02151,66.98917
10.71662,0.01667,10.22367,1,24.97467,24.65223,67.80136,-14.47581,-3.04187,-2.40961,-3.04187,-2.40961,-1.12903,-1.12903,-0.00977,-0.00977,-3.27267,0.08363,0.12267,0.13429,-1807.344,0.99355,1.72076,1.35145,-1673.786,0.94657,0.54465,0.40634,-2352.407,-834.2708,0.54465,0.40634,0,0,0,0,0,0,0,0,67.76186,0.03951,67.80136
10.73329,0.01667,10.40254,1,24.94057,25.00221,68.58468,-14.45796,-3.09467,-2.45336,-3.09467,-2.45336,-1.14667,-1.14667,-0.01137,-0.01137,-3.3016,0.07118,0.14169,0.15536,-1836.553,0.78102,2.29984,1.91092,-1712.481,0.91967,0.85675,0.66404,-2390.788,-837.1695,0.85675,0.66404,0,0,0,0,0,0,0,0,68.52151,0.06318,68.58468
10.74996,0.01667,10.58183,1,24.90592,25.35052,69.35509,-14.43393,-3.14765,-2.49732,-3.14765,-2.49732,-1.16397,-1.16397,-0.01271,-0.01271,-3.33318,0.05469,0.15711,0.17256,-1868.193,0.49544,2.83215,2.47501,-1749.828,0.83358,1.21942,0.97969,-2427.961,-840.1096,1.21942,0.97969,0,0,0,0,0,0,0,0,69.26373,0.09136,69.35509
10.76662,0.01667,10.76157,1,24.87072,25.69688,70.12495,-14.40366,-3.20082,-2.54152,-3.20082,-2.54152,-1.18092,-1.18092,-0.01377,-0.01377,-3.3676,0.03387,0.16896,0.18586,-1902.442,0.20235,3.27936,2.99588,-1786.776,0.69646,1.60876,1.33638,-2464.784,-843.0842,1.60876,1.33638,0,0,0,0,0,0,0,0,70.00259,0.12235,70.12495
10.78329,0.01667,10.94174,1,24.83496,26.04111,70.90278,-14.36738,-3.25417,-2.58595,-3.25417,-2.58595,-1.19751,-1.19751,-0.01457,-0.01457,-3.40487,0.00871,0.17733,0.19537,-1939.287,0.01399,3.61599,3.43165,-1824.075,0.53911,1.99874,1.71214,-2501.942,-846.066,1.99874,1.71214,0,0,0,0,0,0,0,0,70.74862,0.15416,70.90278
10.79996,0.01667,11.12236,1,24.79865,26.38316,71.69392,-14.3255,-3.3077,-2.63061,-3.3077,-2.63061,-1.21373,-1.21373,-0.0151,-0.0151,-3.44482,-0.02063,0.18241,0.20128,-1978.593,-0.08266,3.82916,3.7504,-1862.286,0.39701,2.36433,2.08271,-2539.942,-849.0221,2.36433,2.08271,0,0,0,0,0,0,0,0,71.50917,0.18474,71.69392
