time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
20.44992,0.01667,8.60425,-1,-25.25864,6.92896,113.6095,-5.02793,2.2825,2.43944,2.2825,2.43944,-0.3133,-0.3133,-0.03547,-0.03547,-9.57248,-10.26166,0.49622,0.48561,-3347.58,-3835.359,29.2576,28.21251,1098.714,542.6962,676.8799,326.5945,0.29261,0.15067,0.29261,0.15067,0.71324,0.85234,0.86833,0.9322,-2046.547,-3175.712,218.7587,73.1701,-1145.695,-1684.593,153.4106,88.59524,-1145.695,-1684.593,153.4106,88.59524,-1875.177,-2362.552,153.4106,88.59524,-839.0211,-839.0212,0,0,1966.279,1966.279,0,0,0,0,0,0,0,0,0,0,103.5558,10.05372,113.6095
20.46658,0.01667,8.74275,-1,-25.2351,8.77699,128.0092,-6.48514,2.29296,2.49524,2.29296,2.49524,-0.40822,-0.40822,-0.05013,-0.05013,-8.43728,-9.35183,0.7004,0.68106,-3403.153,-4024.409,57.59766,54.26395,1078.475,391.7436,653.4736,229.7638,0.28228,0.10871,0.28228,0.10871,0.72336,0.89346,0.87297,0.95108,-2138.068,-3544.317,225.8031,73.34302,-1383.647,-2115.768,166.4627,85.42165,-1383.647,-2115.768,166.4627,85.42165,-2092.971,-2755.222,166.4627,85.42165,-841.3705,-841.3704,0,0,1973.502,1973.502,0,0,0,0,0,0,0,0,0,0,117.5451,10.4641,128.0092
20.48325,0.01667,8.87712,-1,-25.21226,10.77393,139.6414,-8.11059,2.29673,2.54886,2.29673,2.54886,-0.51489,-0.51489,-0.06855,-0.06855,-7.1199,-8.30001,0.95713,0.92419,-3175.76,-4089.98,105.5152,96.56882,1084.744,265.499,646.3171,151.5,0.27858,0.07376,0.27858,0.07376,0.72699,0.92772,0.87464,0.96681,-1988.86,-3768.73,256.173,100.6204,-1542.985,-2507.574,181.7109,86.75983,-1542.985,-2507.574,181.7109,86.75983,-2239.328,-3112.027,181.7109,86.75983,-843.3342,-843.3342,0,0,1979.783,1979.783,0,0,0,0,0,0,0,0,0,0,128.4883,11.15315,139.6414
20.49992,0.01667,9.01177,-1,-25.18947,12.84307,146.3773,-9.84475,2.29542,2.60037,2.29542,2.60037,-0.62994,-0.62994,-0.0901,-0.0901,-5.66486,-7.14692,1.25821,1.20588,-2579.444,-3858.296,177.7207,157.2441,1111.891,164.3863,651.4498,91.16259,0.27987,0.04579,0.27987,0.04579,0.72573,0.95513,0.87406,0.9794,-1546.364,-3674.112,310.3015,154.2185,-1572.633,-2801.017,203.2288,96.78221,-1572.633,-2801.017,203.2288,96.78221,-2268.023,-3379.594,203.2288,96.78221,-844.9393,-844.9395,0,0,1985.229,1985.229,0,0,0,0,0,0,0,0,0,0,133.9139,12.46344,146.3773
20.51658,0.01667,9.15098,-1,-25.16595,14.88154,146.7699,-11.5895,2.29179,2.65013,2.29179,2.65013,-0.74781,-0.74781,-0.11344,-0.11344,-4.15309,-5.96094,1.58477,1.5074,-1721.502,-3309.096,273.6643,233.2739,1149.339,87.81136,662.3807,47.33235,0.28344,0.02456,0.28344,0.02456,0.72223,0.97594,0.87245,0.98895,-907.8053,-3225.683,383.8401,228.708,-1448.881,-2933.824,233.7462,118.091,-1448.881,-2933.824,233.7462,118.091,-2157.619,-3501.611,233.7462,118.091,-846.2661,-846.2661,0,0,1990.083,1990.083,0,0,0,0,0,0,0,0,0,0,132.1534,14.61647,146.7699
20.53325,0.01667,9.29739,-1,-25.14106,16.78901,141.3054,-13.22634,2.28924,2.69884,2.28924,2.69884,-0.86173,-0.86173,-0.13663,-0.13663,-2.68873,-4.82604,1.90921,1.80282,-863.3722,-2568.789,385.3295,315.9544,1182.546,34.96959,670.9131,18.35938,0.28594,0.00983,0.28594,0.00983,0.71978,0.99037,0.87133,0.99558,-278.3676,-2543.196,466.9886,313.0292,-1198.838,-2879.549,273.8658,150.9606,-1198.838,-2879.549,273.8658,150.9606,-1932.722,-3454.211,273.8658,150.9606,-847.4567,-847.4568,0,0,1994.728,1994.728,0,0,0,0,0,0,0,0,0,0,123.6568,17.64868,141.3054
20.54992,0.01667,9.45138,-1,-25.1145,18.50005,132.3194,-14.65204,2.29084,2.74731,2.29084,2.74731,-0.96569,-0.96569,-0.15763,-0.15763,-1.368,-3.81701,2.20181,2.06518,-258.3312,-1823.128,498.6581,394.2064,1197.844,5.77274,669.0707,2.97067,0.28436,0.00163,0.28436,0.00163,0.72132,0.9984,0.87204,0.99926,155.7511,-1820.141,547.1172,393.5673,-891.1925,-2662.585,321.7767,193.1205,-891.1925,-2662.585,321.7767,193.1205,-1655.62,-3259.548,321.7767,193.1205,-848.6799,-848.6799,0,0,1999.583,1999.583,0,0,0,0,0,0,0,0,0,0,110.9289,21.39052,132.3194
20.56658,0.01667,9.61162,-1,-25.0863,19.99925,122.7788,-15.80878,2.29837,2.79627,2.29837,2.79627,-1.05619,-1.05619,-0.17478,-0.17478,-0.25006,-2.97797,2.43862,2.27361,-9.67473,-1212.11,599.4176,458.2547,1183.834,0,652.8619,0,0.27698,0,0.27698,0,0.72856,1,0.87536,1,320.9005,-1212.11,614.2205,458.2547,-602.7529,-2342.823,373.9732,240.3163,-602.7529,-2342.823,373.9732,240.3163,-1395.975,-2971.904,373.9732,240.3163,-850.0793,-850.0793,0,0,2004.985,2004.985,0,0,0,0,0,0,0,0,0,0,97.25922,25.5196,122.7788
20.58325,0.01667,9.77622,-1,-25.05676,21.31006,114.6025,-16.69163,2.31213,2.84622,2.31213,2.84622,-1.13268,-1.13268,-0.18719,-0.18719,0.65288,-2.31613,2.60671,2.41742,65.76082,-779.6039,676.815,504.5948,1137.966,0,621.4402,0,0.26362,0,0.26362,0,0.74165,1,0.88137,1,348.4139,-779.6039,662.2172,504.5948,-375.0897,-1985.658,426.2728,288.1532,-375.0897,-1985.658,426.2728,288.1532,-1191.524,-2650.52,426.2728,288.1532,-851.7342,-851.7341,0,0,2011.103,2011.103,0,0,0,0,0,0,0,0,0,0,84.92294,29.6796,114.6025
20.59992,0.01667,9.94381,-1,-25.02616,22.45534,107.2741,-17.327,2.33164,2.8974,2.33164,2.8974,-1.19629,-1.19629,-0.19474,-0.19474,1.35636,-1.81712,2.70442,2.49619,275.7278,-500.8085,725.8571,533.4609,1062.66,0,576.4482,0,0.24501,0,0.24501,0,0.75989,1,0.88974,1,468.5379,-500.8085,689.2497,533.4609,-178.0963,-1639.379,474.7568,333.1856,-178.0963,-1639.379,474.7568,333.1856,-1015.033,-2339.122,474.7568,333.1856,-853.6569,-853.657,0,0,2017.949,2017.949,0,0,0,0,0,0,0,0,0,0,73.70952,33.56457,107.2741
