time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
66.9164,0.01667,10.52865,1,24.89015,-23.7936,-32.7093,16.36288,3.12657,2.50933,3.12657,2.50933,1.24262,1.24262,0.14993,0.14993,2.33949,-0.96365,-1.85913,-2.03204,977.72,-157.4291,-352.679,-358.4878,0,-395.3985,0,-176.2107,0,0.09899,0,0.09899,1,0.90299,1,0.95545,977.72,-180.9859,-352.679,-340.444,985.7411,-186.2679,-381.692,-369.987,985.7411,-186.2679,-381.692,-369.987,743.988,-319.1605,-381.692,-369.987,-150.1938,-150.1938,0,0,-356.8568,-356.8568,0,0,0,0,0,0,0,0,0,0,-1.4821,-31.22721,-32.7093
66.93307,0.01667,10.44077,1,24.90739,-23.58879,-32.22944,16.34574,3.10066,2.4887,3.10066,2.4887,1.23133,1.23133,0.14798,0.14798,2.3526,-0.93388,-1.84198,-2.01148,984.2769,-146.463,-346.6129,-349.667,0,-454.4914,0,-201.7826,0,0.11335,0,0.11335,1,0.88892,1,0.94899,984.2769,-181.3786,-346.6129,-332.9041,984.9927,-185.0206,-375.1538,-363.3339,984.9927,-185.0206,-375.1538,-363.3339,744.1534,-317.0367,-375.1538,-363.3339,-149.2249,-149.2249,0,0,-354.3248,-354.3248,0,0,0,0,0,0,0,0,0,0,-1.55025,-30.6792,-32.22944
66.94973,0.01667,10.35359,1,24.92437,-23.38318,-31.75931,16.32979,3.07491,2.46824,3.07491,2.46824,1.22015,1.22015,0.14619,0.14619,2.36488,-0.90463,-1.82652,-1.99279,990.7855,-135.8977,-341.3127,-341.324,0,-516.1962,0,-228.4076,0,0.12835,0,0.12835,1,0.87422,1,0.94224,990.7855,-184.708,-341.3127,-326.8315,986.0566,-184.7134,-368.8685,-356.7225,986.0566,-184.7134,-368.8685,-356.7225,745.9478,-315.7825,-368.8685,-356.7225,-148.2724,-148.2724,0,0,-351.8387,-351.8387,0,0,0,0,0,0,0,0,0,0,-1.61588,-30.14342,-31.75931
66.9664,0.01667,10.26708,1,24.94111,-23.17684,-31.29027,16.31513,3.0493,2.44796,3.0493,2.44796,1.20909,1.20909,0.14454,0.14454,2.37626,-0.87597,-1.81273,-1.97595,997.1658,-125.7902,-336.6984,-333.5058,0,-580.246,0,-256.0061,0,0.14393,0,0.14393,1,0.85895,1,0.93523,997.1658,-191.1985,-336.6984,-322.3515,988.4298,-185.8743,-362.9198,-350.4401,988.4298,-185.8743,-362.9198,-350.4401,748.9142,-315.8762,-362.9198,-350.4401,-147.3362,-147.3362,0,0,-349.3976,-349.3976,0,0,0,0,0,0,0,0,0,0,-1.65496,-29.63531,-31.29027
66.98307,0.01667,10.18122,1,24.95761,-22.96966,-30.8155,16.30147,3.02385,2.42784,3.02385,2.42784,1.19812,1.19812,0.14303,0.14303,2.38693,-0.84769,-1.80044,-1.96076,1003.508,-116.1093,-332.656,-326.1863,0,-646.3654,0,-284.4988,0,0.16004,0,0.16004,1,0.84317,1,0.92798,1003.508,-200.969,-332.656,-319.5149,991.7559,-188.9374,-357.3533,-344.7323,991.7559,-188.9374,-357.3533,-344.7323,752.7295,-317.7108,-357.3533,-344.7323,-146.4164,-146.4164,0,0,-347.0013,-347.0013,0,0,0,0,0,0,0,0,0,0,-1.64857,-29.16694,-30.8155
66.99973,0.01667,10.09601,1,24.97388,-22.76149,-30.32986,16.28819,2.99855,2.4079,2.99855,2.4079,1.18721,1.18721,0.14162,0.14162,2.39731,-0.81932,-1.78931,-1.94684,1010.063,-106.7603,-329.0365,-319.2767,0,-714.2698,0,-313.8042,0,0.17662,0,0.17662,1,0.82692,1,0.92052,1010.063,-214.0561,-329.0365,-318.3102,995.8268,-194.2443,-352.1771,-339.799,995.8268,-194.2443,-352.1771,-339.799,757.2043,-321.5956,-352.1771,-339.799,-145.5131,-145.5131,0,0,-344.6502,-344.6502,0,0,0,0,0,0,0,0,0,0,-1.58291,-28.74695,-30.32986
67.0164,0.01667,10.01141,1,24.98992,-22.55209,-29.82886,16.27445,2.9734,2.38815,2.9734,2.38815,1.17633,1.17633,0.14028,0.14028,2.40794,-0.79023,-1.7789,-1.93371,1017.18,-97.62555,-325.6765,-312.6546,0,-783.6655,0,-343.8353,0,0.19361,0,0.19361,1,0.81026,1,0.91288,1017.18,-230.4479,-325.6765,-318.6914,1000.593,-202.0536,-347.3411,-335.7951,1000.593,-202.0536,-347.3411,-335.7951,762.2933,-327.7643,-347.3411,-335.7951,-144.6266,-144.6266,0,0,-342.3448,-342.3448,0,0,0,0,0,0,0,0,0,0,-1.44915,-28.37971,-29.82886
67.03307,0.01667,9.92744,1,25.00574,-22.34118,-29.31013,16.25928,2.94842,2.3686,2.94842,2.3686,1.16541,1.16541,0.13897,0.13897,2.41942,-0.75972,-1.76875,-1.92088,1025.266,-88.59759,-322.4118,-306.1843,0,-854.2592,0,-374.5026,0,0.21095,0,0.21095,1,0.79327,1,0.90507,1025.266,-250.1122,-322.4118,-320.5959,1006.104,-212.554,-342.7981,-332.8352,1006.104,-212.554,-342.7981,-332.8352,768.0399,-336.3879,-342.7981,-332.8352,-143.7576,-143.7576,0,0,-340.0863,-340.0863,0,0,0,0,0,0,0,0,0,0,-1.24211,-28.06802,-29.31013
67.04973,0.01667,9.84408,1,25.02134,-22.12847,-28.77239,16.24165,2.92361,2.34926,2.92361,2.34926,1.15442,1.15442,0.13766,0.13766,2.43242,-0.72703,-1.75837,-1.9078,1034.767,-79.58601,-319.0814,-299.7278,0,-925.7566,0,-405.7107,0,0.22857,0,0.22857,1,0.776,1,0.89714,1034.767,-272.9983,-319.0814,-323.9527,1012.496,-225.8773,-338.4879,-330.9993,1012.496,-225.8773,-338.4879,-330.9993,774.5676,-347.5852,-338.4879,-330.9993,-142.9064,-142.9064,0,0,-337.8756,-337.8756,0,0,0,0,0,0,0,0,0,0,-0.9597,-27.81269,-28.77239
67.0664,0.01667,9.76405,0,21.59452,-21.87507,-24.44628,16.20877,2.89924,2.33058,2.89924,2.33058,1.14269,1.14269,0.13601,0.13601,0.0582,-2.84358,-1.74348,-1.88981,0.72518,-981.1603,-314.2952,-292.0545,0,-996.2169,0,-436.6447,0,0.24602,0,0.24602,1,0.7589,1,0.88929,0.72518,-984.8644,-314.2952,-327.6262,826.4575,-348.4006,-334.2098,-330.2336,826.4575,-348.4006,-334.2098,-330.2336,644.8953,-447.5015,-334.2098,-330.2336,-123.5546,-123.5546,0,0,-335.7137,-335.7137,0,0,0,0,0,0,0,0,0,0,3.15688,-27.60316,-24.44628
