time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
32.09987,0.01667,8.23351,-1,-25.32074,3.34265,72.99734,-2.36942,2.22552,2.29725,2.22552,2.29725,-0.14183,-0.14183,-0.01484,-0.01484,-11.45759,-11.76074,0.20926,0.20723,-451.269,-614.5159,99.03188,79.75558,-451.269,-614.5159,99.03188,79.75558,-1239.689,-1387.252,99.03188,79.75558,0,0,0,0,0,0,0,0,65.56992,7.42742,72.99734
32.11654,0.01667,8.39489,-1,-25.29392,4.67147,90.86131,-3.33221,2.25468,2.35737,2.25468,2.35737,-0.20335,-0.20335,-0.02156,-0.02156,-10.81697,-11.25539,0.3028,0.29858,-754.8514,-1059.109,128.17,89.28257,-754.8514,-1059.109,128.17,89.28257,-1517.525,-1792.613,128.17,89.28257,0,0,0,0,0,0,0,0,81.82763,9.03369,90.86131
32.1332,0.01667,8.54491,-1,-25.26868,6.23809,107.3597,-4.5091,2.27573,2.41591,2.27573,2.41591,-0.2793,-0.2793,-0.03114,-0.03114,-9.96522,-10.57507,0.43606,0.42774,-1040.063,-1507.652,146.7345,89.09469,-1040.063,-1507.652,146.7345,89.09469,-1778.479,-2201.327,146.7345,89.09469,0,0,0,0,0,0,0,0,97.56257,9.79711,107.3597
32.14987,0.01667,8.6861,-1,-25.24473,8.01208,122.444,-5.89059,2.2891,2.47253,2.2891,2.47253,-0.36904,-0.36904,-0.04432,-0.04432,-8.90855,-9.72792,0.61949,0.60399,-1295.266,-1946.322,160.6021,85.85924,-1295.266,-1946.322,160.6021,85.85924,-2011.998,-2600.875,160.6021,85.85924,0,0,0,0,0,0,0,0,112.2052,10.23881,122.444
32.16654,0.01667,8.82167,-1,-25.22168,9.95622,135.4142,-7.45411,2.29542,2.52702,2.29542,2.52702,-0.47128,-0.47128,-0.06129,-0.06129,-7.66049,-8.72942,0.85591,0.82886,-1491.61,-2358.915,174.802,85.1463,-1491.61,-2358.915,174.802,85.1463,-2191.961,-2976.583,174.802,85.1463,0,0,0,0,0,0,0,0,124.6151,10.79911,135.4142
32.1832,0.01667,8.9557,-1,-25.19895,12.00722,144.3498,-9.15418,2.29588,2.57934,2.29588,2.57934,-0.5835,-0.5835,-0.0817,-0.0817,-6.25312,-7.6104,1.14082,1.09669,-1577.378,-2699.555,193.7353,91.5736,-1577.378,-2699.555,193.7353,91.5736,-2271.562,-3286.946,193.7353,91.5736,0,0,0,0,0,0,0,0,132.4971,11.85267,144.3498
32.19987,0.01667,9.0927,-1,-25.17581,14.07022,147.3362,-10.90746,2.2928,2.62973,2.2928,2.62973,-0.70096,-0.70096,-0.1045,-0.1045,-4.75303,-6.42858,1.45966,1.39263,-1514.002,-2901.915,220.7566,108.4552,-1514.002,-2901.915,220.7566,108.4552,-2215.902,-3471.973,220.7566,108.4552,0,0,0,0,0,0,0,0,133.6596,13.67653,147.3362
32.21654,0.01667,9.23611,-1,-25.15153,16.03974,144.0177,-12.59994,2.28944,2.67878,2.28944,2.67878,-0.81718,-0.81718,-0.12794,-0.12794,-3.25812,-5.2642,1.78781,1.69306,-1307.552,-2921.821,257.3713,137.055,-1307.552,-2921.821,257.3713,137.055,-2030.525,-3491.74,257.3713,137.055,0,0,0,0,0,0,0,0,127.632,16.38576,144.0177
32.2332,0.01667,9.38718,-1,-25.12564,17.83345,136.0965,-14.11803,2.28911,2.72726,2.28911,2.72726,-0.9256,-0.9256,-0.14997,-0.14997,-1.87174,-4.19875,2.09546,1.97063,-1013.389,-2763.762,302.6964,176.0815,-1013.389,-2763.762,302.6964,176.0815,-1765.639,-3350.391,302.6964,176.0815,0,0,0,0,0,0,0,0,116.2065,19.89,136.0965
32.24987,0.01667,9.54515,-1,-25.09807,19.41584,126.4588,-15.38369,2.29419,2.77596,2.29419,2.77596,-1.02161,-1.02161,-0.16873,-0.16873,-0.67011,-3.29016,2.35563,2.2014,-709.2321,-2477.098,353.7466,221.9289,-709.2321,-2477.098,353.7466,221.9289,-1491.724,-3092.673,353.7466,221.9289,0,0,0,0,0,0,0,0,102.5433,23.91545,126.4588
