time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_slip_target_fy_n,fr_slip_target_fy_n,rl_slip_target_fy_n,rr_slip_target_fy_n,fl_rolling_constraint_fy_n,fr_rolling_constraint_fy_n,rl_rolling_constraint_fy_n,rr_rolling_constraint_fy_n,fl_rolling_blend,fr_rolling_blend,rl_rolling_blend,rr_rolling_blend,fl_low_speed_scale,fr_low_speed_scale,rl_low_speed_scale,rr_low_speed_scale,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_local_right_force_n,fr_local_right_force_n,rl_local_right_force_n,rr_local_right_force_n,fl_drive_side_force_n,fr_drive_side_force_n,rl_drive_side_force_n,rr_drive_side_force_n,fl_requested_longitudinal_force_n,fr_requested_longitudinal_force_n,rl_requested_longitudinal_force_n,rr_requested_longitudinal_force_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
18.04993,0.01667,8.87721,1,25.21225,-10.7744,-139.6498,8.11044,2.54889,2.29675,2.54889,2.29675,0.51489,0.51489,0.06853,0.06853,8.30009,7.11994,-0.92399,-0.95692,4089.823,3176.373,-96.52162,-105.4667,-265.412,-1084.831,-151.4473,-646.2284,0.07374,0.27856,0.07374,0.27856,0.92774,0.72701,0.96682,0.87465,3768.675,1989.37,-100.5717,-256.1016,2507.395,1543.35,-86.75909,-181.7021,2507.395,1543.35,-86.75909,-181.7021,3111.867,2239.66,-86.75909,-181.7021,843.3359,843.3362,0,0,1979.789,1979.789,0,0,0,0,0,0,0,0,0,0,-128.497,-11.15276,-139.6498
18.06659,0.01667,9.01187,1,25.18945,-12.84367,-146.3858,9.84466,2.6004,2.29544,2.6004,2.29544,0.62995,0.62995,0.09009,0.09009,7.14695,5.66482,-1.20568,-1.25801,3858.274,2579.919,-157.1773,-177.651,-164.324,-1112.002,-91.11962,-651.3463,0.04577,0.27985,0.04577,0.27985,0.95515,0.72575,0.9794,0.87407,3674.16,1546.743,-154.1539,-310.2135,2800.887,1573.01,-96.77026,-203.2059,2800.887,1573.01,-96.77026,-203.2059,3379.479,2268.367,-96.77026,-203.2059,844.9414,844.9413,0,0,1985.235,1985.235,0,0,0,0,0,0,0,0,0,0,-133.9238,-12.46199,-146.3858
18.08326,0.01667,9.15107,1,25.16594,-14.88225,-146.7769,11.58951,2.65017,2.2918,2.65017,2.2918,0.74783,0.74783,0.11343,0.11343,5.96089,4.15295,-1.50722,-1.58458,3309.133,1721.741,-233.1902,-273.5757,-87.76871,-1149.466,-47.30202,-662.2648,0.02454,0.28342,0.02454,0.28342,0.97595,0.72225,0.98896,0.87246,3225.761,907.986,-228.6279,-383.7376,2933.744,1449.222,-118.0669,-233.7089,2933.744,1449.222,-118.0669,-233.7089,3501.541,2157.93,-118.0669,-233.7089,846.2678,846.2678,0,0,1990.089,1990.089,0,0,0,0,0,0,0,0,0,0,-132.163,-14.61392,-146.7769
18.09993,0.01667,9.29748,1,25.14105,-16.78977,-141.3095,13.22645,2.69887,2.28926,2.69887,2.28926,0.86175,0.86175,0.13662,0.13662,4.82591,2.6885,-1.80267,-1.90906,2568.817,863.4006,-315.8558,-385.2239,-34.9432,-1182.683,-18.34173,-670.7886,0.00982,0.28592,0.00982,0.28592,0.99037,0.71979,0.99558,0.87133,2543.244,278.3762,-312.9337,-466.8737,2879.504,1199.107,-150.9237,-273.8144,2879.504,1199.107,-150.9237,-273.8144,3454.171,1932.968,-150.9237,-273.8144,847.4583,847.4583,0,0,1994.732,1994.732,0,0,0,0,0,0,0,0,0,0,-123.6645,-17.64501,-141.3095
18.11659,0.01667,9.45147,1,25.11448,-18.50082,-132.3206,14.65225,2.74734,2.29085,2.74734,2.29085,0.96572,0.96572,0.15762,0.15762,3.81681,1.36769,-2.06509,-2.20172,1823.251,258.2569,-394.0908,-498.5363,-5.76262,-1197.941,-2.9644,-668.9261,0.00163,0.28435,0.00163,0.28435,0.9984,0.72134,0.99927,0.87204,1820.269,-155.8151,-393.453,-546.9869,2662.591,891.3831,-193.0692,-321.7106,2662.591,891.3831,-193.0692,-321.7106,3259.555,1655.794,-193.0692,-321.7106,848.6814,848.6813,0,0,1999.587,1999.587,0,0,0,0,0,0,0,0,0,0,-110.935,-21.38564,-132.3206
18.13326,0.01667,9.61171,1,25.08629,-19.99999,-122.7774,15.80909,2.7963,2.29838,2.7963,2.29838,1.05622,1.05622,0.17478,0.17478,2.97772,0.24969,-2.27359,-2.43861,1212.111,9.64772,-458.1492,-599.3039,0,-1183.936,0,-652.7203,0,0.27697,0,0.27697,1,0.72857,1,0.87536,1212.111,-320.9366,-458.1492,-614.0985,2342.834,602.8856,-240.2542,-373.8961,2342.834,602.8856,-240.2542,-373.8961,2971.916,1396.096,-240.2542,-373.8961,850.0806,850.0806,0,0,2004.989,2004.989,0,0,0,0,0,0,0,0,0,0,-97.2636,-25.51381,-122.7774
18.14993,0.01667,9.77631,1,25.05675,-21.31072,-114.599,16.69201,2.84625,2.31214,2.84625,2.31214,1.13271,1.13271,0.1872,0.1872,2.31584,-0.65329,-2.41747,-2.60677,779.5375,-65.84991,-504.5087,-676.7219,0,-1138.059,0,-621.3044,0,0.26361,0,0.26361,1,0.74166,1,0.88138,779.5375,-348.4934,-504.5087,-662.1133,1985.654,375.1758,-288.0856,-426.1897,1985.654,375.1758,-288.0856,-426.1897,2650.517,1191.603,-288.0856,-426.1897,851.7354,851.7354,0,0,2011.107,2011.107,0,0,0,0,0,0,0,0,0,0,-84.92563,-29.67333,-114.599
18.16659,0.01667,9.9439,1,25.02614,-22.45589,-107.2685,17.32743,2.89743,2.33165,2.89743,2.33165,1.19632,1.19632,0.19475,0.19475,1.8168,-1.35678,-2.49631,-2.70456,500.7134,-275.927,-533.4023,-725.7961,0,-1062.739,0,-576.3236,0,0.24501,0,0.24501,1,0.7599,1,0.88975,500.7134,-468.7,-533.4023,-689.1746,1639.353,178.1267,-333.1184,-474.6738,1639.353,178.1267,-333.1184,-474.6738,2339.1,1015.061,-333.1184,-474.6738,853.6578,853.6579,0,0,2017.952,2017.952,0,0,0,0,0,0,0,0,0,0,-73.71015,-33.55833,-107.2685
18.18326,0.01667,10.11377,1,24.99464,-23.44902,-100.3968,17.74672,2.94983,2.35647,2.94983,2.35647,1.24828,1.24828,0.19788,0.19788,1.46383,-1.87861,-2.51717,-2.73864,334.6595,-519.6069,-546.9582,-746.8283,0,-962.1204,0,-519.9012,0,0.22194,0,0.22194,1,0.7825,1,0.90013,334.6595,-617.819,-546.9582,-696.4637,1330.984,-6.46206,-372.8853,-516.265,1330.984,-6.46206,-372.8853,-516.265,2062.17,849.9789,-372.8853,-516.265,855.8358,855.8358,0,0,2025.487,2025.487,0,0,0,0,0,0,0,0,0,0,-63.45854,-36.93822,-100.3968
18.19993,0.01667,10.28567,1,24.9623,-24.30156,-93.94798,17.98364,3.00335,2.38619,3.00335,2.38619,1.28991,1.28991,0.19738,0.19738,1.23834,-2.2388,-2.49131,-2.72054,244.1567,-732.8898,-548.0177,-743.6979,0,-841.9329,0,-454.6961,0,0.19532,0,0.19532,1,0.80859,1,0.91211,244.1567,-754.1881,-548.0177,-687.2499,1071.524,-180.4807,-405.9135,-548.9925,1071.524,-180.4807,-405.9135,-548.9925,1829.678,694.6283,-405.9135,-548.9925,858.2496,858.2495,0,0,2033.661,2033.661,0,0,0,0,0,0,0,0,0,0,-54.27806,-39.66992,-93.94798
18.21659,0.01667,10.45963,1,24.92914,-25.02552,-87.99422,18.07275,3.05781,2.42033,3.05781,2.42033,1.32267,1.32267,0.19417,0.19417,1.12026,-2.45967,-2.43142,-2.66372,202.3245,-887.381,-539.6414,-721.4096,0,-709.371,0,-383.4794,0,0.16621,0,0.16621,1,0.83711,1,0.9252,202.3245,-857.7935,-539.6414,-665.2413,859.8511,-339.4402,-431.8564,-571.9748,859.8511,-339.4402,-431.8564,-571.9748,1640.611,553.0579,-431.8564,-571.9748,860.8723,860.8724,0,0,2042.416,2042.416,0,0,0,0,0,0,0,0,0,0,-46.29178,-41.70244,-87.99422
18.23326,0.01667,10.63582,1,24.89513,-25.63469,-82.68265,18.04718,3.11302,2.45838,3.11302,2.45838,1.34806,1.34806,0.18917,0.18917,1.0893,-2.56459,-2.34981,-2.58149,192.5536,-975.3374,-524.6459,-687.0273,0,-571.9614,0,-310.2473,0,0.13584,0,0.13584,1,0.86688,1,0.93887,192.5536,-920.5437,-524.6459,-635.8464,693.5765,-477.4232,-450.5618,-585.3431,693.5765,-477.4232,-450.5618,-585.3431,1492.802,430.6122,-450.5618,-585.3431,863.6732,863.6732,0,0,2051.682,2051.682,0,0,0,0,0,0,0,0,0,0,-39.64777,-43.03488,-82.68265
18.24993,0.01667,10.81437,1,24.86021,-26.14501,-78.15934,17.93843,3.16881,2.49977,3.16881,2.49977,1.36764,1.36764,0.18324,0.18324,1.12512,-2.5778,-2.25776,-2.4863,206.2739,-1002.272,-502.7068,-647.5559,0,-437.6429,0,-238.8811,0,0.10555,0,0.10555,1,0.89656,1,0.9525,206.2739,-942.6759,-502.7068,-604.4209,569.02,-589.5142,-462.0019,-590.3046,569.02,-589.5142,-462.0019,-590.3046,1382.91,331.7305,-462.0019,-590.3046,866.618,866.618,0,0,2061.385,2061.385,0,0,0,0,0,0,0,0,0,0,-34.44308,-43.71626,-78.15934
18.26659,0.01667,10.99535,1,24.82435,-26.57408,-74.56432,17.77543,3.225,2.54388,3.225,2.54388,1.38294,1.38294,0.17717,0.17717,1.20809,-2.52339,-2.16512,-2.38916,238.5434,-974.495,-481.4112,-607.9252,0,-311.4083,0,-172.4009,0,0.07676,0,0.07676,1,0.92477,1,0.96546,238.5434,-923.5932,-481.4112,-574.4922,481.8523,-672.2893,-466.8296,-588.6003,481.8523,-672.2893,-466.8296,-588.6003,1307,259.5023,-466.8296,-588.6003,869.6715,869.6714,0,0,2071.446,2071.446,0,0,0,0,0,0,0,0,0,0,-30.7183,-43.84601,-74.56432
18.28326,0.01667,11.17867,1,24.78754,-26.94132,-72.01051,17.58379,3.28143,2.59008,3.28143,2.59008,1.39545,1.39545,0.17158,0.17158,1.31986,-2.42461,-2.07963,-2.29887,285.0067,-911.4785,-462.2084,-570.837,0,-201.6326,0,-113.4351,0,0.0509,0,0.0509,1,0.95011,1,0.97709,285.0067,-875.345,-462.2084,-547.5537,427.4939,-724.5928,-466.7719,-582.0383,427.4939,-724.5928,-466.7719,-582.0383,1260.906,214.963,-466.7719,-582.0383,872.7982,872.7981,0,0,2081.785,2081.785,0,0,0,0,0,0,0,0,0,0,-28.4395,-43.57101,-72.01051
18.29993,0.01667,11.36412,1,24.7498,-27.26553,-70.47557,17.38501,3.33796,2.63774,3.33796,2.63774,1.40653,1.40653,0.16696,0.16696,1.44421,-2.30253,-2.00692,-2.22192,341.1103,-829.9346,-446.6701,-539.0051,0,-113.1757,0,-64.75533,0,0.02928,0,0.02928,1,0.97131,1,0.98682,341.1103,-808.949,-446.6701,-525.1199,401.0872,-748.9783,-463.3271,-572.2782,401.0872,-748.9783,-463.3271,-572.2782,1240.209,195.7831,-463.3271,-572.2782,875.9637,875.9637,0,0,2092.321,2092.321,0,0,0,0,0,0,0,0,0,0,-27.45314,-43.02243,-70.47557
18.31659,0.01667,11.55142,1,24.71116,-27.56382,-69.87598,17.19588,3.39449,2.68629,3.39449,2.68629,1.41735,1.41735,0.16364,0.16364,1.56772,-2.175,-1.9507,-2.16267,401.5627,-743.8749,-436.0053,-514.1627,0,-49.14199,0,-28.60549,0,0.01302,0,0.01302,1,0.98724,1,0.99414,401.5627,-734.8273,-436.0053,-507.8393,397.4637,-749.7707,-458.0681,-560.8716,397.4637,-749.7707,-458.0681,-560.8716,1240.205,198.0265,-458.0681,-560.8716,879.1382,879.1382,0,0,2102.98,2102.98,0,0,0,0,0,0,0,0,0,0,-27.54589,-42.33009,-69.87598
