time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
19.13326,0.01667,8.62148,-1,-25.25666,6.00752,106.0827,-4.32932,2.29944,2.43385,2.29944,2.43385,-0.26959,-0.26959,-0.03164,-0.03164,-10.18331,-10.76045,0.44171,0.4336,-1033.041,-1435.907,130.0357,78.45683,-1033.041,-1435.907,130.0357,78.45683,-1794.654,-2159.009,130.0357,78.45683,0,0,0,0,0,0,0,0,97.42121,8.66146,106.0827
19.14992,0.01667,8.76427,-1,-25.23174,7.77241,121.6486,-5.70028,2.31451,2.49183,2.31451,2.49183,-0.35916,-0.35916,-0.04527,-0.04527,-9.13987,-9.92142,0.63062,0.61531,-1326.36,-1897.688,142.8628,76.61131,-1326.36,-1897.688,142.8628,76.61131,-2041.744,-2558.562,142.8628,76.61131,0,0,0,0,0,0,0,0,112.5309,9.11768,121.6486
19.16659,0.01667,8.89949,-1,-25.20849,9.72932,136.1165,-7.26295,2.32103,2.54652,2.32103,2.54652,-0.46187,-0.46187,-0.06269,-0.06269,-7.89229,-8.91986,0.87239,0.84545,-1560.321,-2326.898,156.7373,78.0217,-1560.321,-2326.898,156.7373,78.0217,-2255.815,-2949.386,156.7373,78.0217,0,0,0,0,0,0,0,0,126.3639,9.75266,136.1165
19.18326,0.01667,9.0324,-1,-25.18573,11.81802,146.5846,-8.97902,2.32101,2.59902,2.32101,2.59902,-0.57573,-0.57573,-0.08358,-0.08358,-6.46817,-7.78418,1.16311,1.11884,-1682.049,-2685.764,176.2271,87.2523,-1682.049,-2685.764,176.2271,87.2523,-2367.975,-3276.27,176.2271,87.2523,0,0,0,0,0,0,0,0,135.6388,10.9458,146.5846
19.19992,0.01667,9.16785,-1,-25.16267,13.94029,150.8649,-10.76452,2.31679,2.64955,2.31679,2.64955,-0.69595,-0.69595,-0.10688,-0.10688,-4.93382,-6.57263,1.4881,1.4204,-1644.746,-2906.939,204.7932,107.4426,-1644.746,-2906.939,204.7932,107.4426,-2335.895,-3478.312,204.7932,107.4426,0,0,0,0,0,0,0,0,137.8936,12.9713,150.8649
19.21659,0.01667,9.30967,-1,-25.1385,15.98179,148.2702,-12.50112,2.31177,2.69867,2.31177,2.69867,-0.81572,-0.81572,-0.13081,-0.13081,-3.39077,-5.36897,1.82236,1.72613,-1446.981,-2940.635,243.9382,139.52,-1446.981,-2940.635,243.9382,139.52,-2158.327,-3510.507,243.9382,139.52,0,0,0,0,0,0,0,0,132.3401,15.93011,148.2702
19.23326,0.01667,9.45942,-1,-25.1127,17.84905,140.4267,-14.06714,2.30957,2.74718,2.30957,2.74718,-0.92793,-0.92793,-0.15325,-0.15325,-1.95028,-4.26108,2.13528,2.00794,-1144.348,-2787.63,292.6181,181.6848,-1144.348,-2787.63,292.6181,181.6848,-1885.693,-3373.643,292.6181,181.6848,0,0,0,0,0,0,0,0,120.7226,19.7041,140.4267
19.24992,0.01667,9.61641,-1,-25.08517,19.49829,130.4384,-15.37651,2.31283,2.79591,2.31283,2.79591,-1.02744,-1.02744,-0.17227,-0.17227,-0.69703,-3.31323,2.39892,2.24112,-822.3956,-2497.732,347.5403,229.8452,-822.3956,-2497.732,347.5403,229.8452,-1595.577,-3112.894,347.5403,229.8452,0,0,0,0,0,0,0,0,106.4519,23.98648,130.4384
19.26659,0.01667,9.77873,-1,-25.05611,20.93824,121.2437,-16.39986,2.32259,2.84547,2.32259,2.84547,-1.11227,-1.11227,-0.18663,-0.18663,0.33352,-2.55029,2.59519,2.41044,-553.4907,-2141.776,404.2211,279.4073,-553.4907,-2141.776,404.2211,279.4073,-1353.628,-2792.445,404.2211,279.4073,0,0,0,0,0,0,0,0,92.84354,28.40016,121.2437
19.28326,0.01667,9.94461,-1,-25.02586,22.19537,113.1494,-17.15521,2.33855,2.89621,2.33855,2.89621,-1.18312,-1.18312,-0.19593,-0.19593,1.14911,-1.96363,2.71831,2.51182,-329.8269,-1779.212,458.1556,326.5891,-329.8269,-1779.212,458.1556,326.5891,-1152.839,-2466.151,458.1556,326.5891,0,0,0,0,0,0,0,0,80.54856,32.60086,113.1494
