time_s,dt_s,speed_kmh,steer_input,road_wheel_deg,yaw_rate_deg_s,yaw_accel_deg_s2,beta_deg,fl_local_u,fr_local_u,rl_local_u,rr_local_u,fl_local_v,fr_local_v,rl_local_v,rr_local_v,fl_slip_deg,fr_slip_deg,rl_slip_deg,rr_slip_deg,fl_target_fy_n,fr_target_fy_n,rl_target_fy_n,rr_target_fy_n,fl_relaxed_fy_n,fr_relaxed_fy_n,rl_relaxed_fy_n,rr_relaxed_fy_n,fl_final_fy_n,fr_final_fy_n,rl_final_fy_n,rr_final_fy_n,fl_rolling_contact_fy_n,fr_rolling_contact_fy_n,rl_rolling_contact_fy_n,rr_rolling_contact_fy_n,fl_rolling_contact_yaw_nm,fr_rolling_contact_yaw_nm,rl_rolling_contact_yaw_nm,rr_rolling_contact_yaw_nm,front_yaw_accel_deg_s2,rear_yaw_accel_deg_s2,natural_yaw_accel_deg_s2
8.39997,0.01667,8.5028,-1,-25.278,21.58446,50.2184,-15.69484,1.97454,2.52566,1.97454,2.52566,-1.00301,-1.00301,-0.02738,-0.02738,0.92995,-2.31893,0.39892,0.37032,9.33413,-529.6904,2.07561,6.21421,9.33413,-529.6904,2.07561,6.21421,-821.1512,-1308.562,2.07561,6.21421,575.6179,-575.6179,346.7077,339.0293,-700.1182,336.3417,563.1788,550.7064,49.87401,0.34439,50.2184
8.41663,0.01667,8.68177,-1,-25.24879,22.03916,50.92189,-15.87497,2.01381,2.57747,2.01381,2.57747,-1.03203,-1.03203,-0.03421,-0.03421,1.07929,-2.22785,0.49601,0.4594,15.3481,-566.3412,3.38969,9.19758,15.3481,-566.3412,3.38969,9.19758,-818.7769,-1344.894,3.38969,9.19758,452.9825,-452.9825,277.6515,277.6515,-550.9017,264.9368,451.0066,451.0066,50.39897,0.52292,50.92189
8.4333,0.01667,8.86302,-1,-25.21869,22.42358,51.45942,-16.10645,2.05382,2.62829,2.05382,2.62829,-1.06246,-1.06246,-0.04549,-0.04549,1.24195,-2.11429,0.65612,0.60646,24.78864,-588.3493,6.02037,14.74202,24.78864,-588.3493,6.02037,14.74202,-813.2492,-1367.948,6.02037,14.74202,342.3214,-342.3214,209.8227,209.8227,-416.2754,200.4109,340.8281,340.8281,50.59689,0.86254,51.45942
8.44997,0.01667,9.04636,-1,-25.1877,22.74524,51.90824,-16.3736,2.09469,2.67825,2.09469,2.67825,-1.09376,-1.09376,-0.0607,-0.0607,1.41002,-1.98567,0.87077,0.80344,38.92641,-594.1545,11.27154,24.92114,38.92641,-594.1545,11.27154,24.92114,-803.4236,-1376.31,11.27154,24.92114,244.8369,-244.8369,150.0705,150.0705,-297.6981,143.4837,243.7688,243.7688,50.40467,1.50356,51.90824
8.46663,0.01667,9.23151,-1,-25.15585,23.01431,52.40546,-16.65648,2.13644,2.7276,2.13644,2.7276,-1.12531,-1.12531,-0.07881,-0.07881,1.57515,-1.85102,1.12437,1.03583,59.03201,-584.3436,20.93892,41.9804,59.03201,-584.3436,20.93892,41.9804,-788.1589,-1370.513,20.93892,41.9804,161.8634,-161.8634,99.2127,99.2127,-196.7882,94.95649,161.1573,161.1573,49.79158,2.61388,52.40546
8.4833,0.01667,9.41808,-1,-25.12317,23.244,53.1146,-16.9353,2.17908,2.77663,2.17908,2.77663,-1.15649,-1.15649,-0.09866,-0.09866,1.72921,-1.71954,1.39954,1.28755,86.13321,-561.2589,37.09597,67.70496,86.13321,-561.2589,37.09597,67.70496,-766.5331,-1352.68,37.09597,67.70496,94.72924,-94.72924,58.06341,58.06341,-115.1553,55.63155,94.31601,94.31601,48.76083,4.35377,53.1146
8.49997,0.01667,9.60559,-1,-25.08974,23.45054,54.1885,-17.19138,2.22255,2.82567,2.22255,2.82567,-1.18667,-1.18667,-0.11897,-0.11897,1.86485,-1.60007,1.67764,1.5415,120.7332,-528.8033,61.65375,102.8236,120.7332,-528.8033,61.65375,102.8236,-738.0992,-1326.349,61.65375,102.8236,44.69449,-44.69449,27.39507,27.39507,-54.32533,26.27618,44.49952,44.49952,47.35557,6.83293,54.1885
8.51663,0.01667,9.79345,-1,-25.05566,23.65239,55.74154,-17.4084,2.26673,2.87507,2.26673,2.87507,-1.21533,-1.21533,-0.13841,-0.13841,1.97634,-1.50033,1.93992,1.78043,162.5541,-492.0268,95.78781,146.8699,162.5541,-492.0268,95.78781,146.8699,-703.1168,-1296.099,95.78781,146.8699,12.88145,-12.88145,7.89556,7.89556,-15.65526,7.58145,12.82525,12.82525,45.66074,10.08079,55.74154
8.5333,0.01667,9.98107,-1,-25.02103,23.86877,57.79323,-17.57338,2.31147,2.92514,2.31147,2.92514,-1.24208,-1.24208,-0.1557,-0.1557,2.0599,-1.4264,2.16879,1.98818,210.4049,-455.2827,139.4119,197.9207,210.4049,-455.2827,139.4119,197.9207,-662.6702,-1265.885,139.4119,197.9207,0.2059,-0.2059,0.1262,0.1262,-0.2502,0.12132,0.205,0.205,43.77932,14.0139,57.79323
8.54997,0.01667,10.168,-1,-24.98597,24.11529,60.25717,-17.67754,2.35655,2.97618,2.35655,2.97618,-1.26663,-1.26663,-0.16973,-0.16973,2.11385,-1.3823,2.34946,2.15115,262.1992,-422.0233,190.8964,252.7,262.1992,-422.0233,190.8964,252.7,-618.6545,-1238.842,190.8964,252.7,0,0,0,0,0,0,0,0,41.82873,18.42844,60.25717
8.56663,0.01667,10.35417,-1,-24.95052,24.39715,62.98672,-17.72041,2.40187,3.02831,2.40187,3.02831,-1.28899,-1.28899,-0.18002,-0.18002,2.1392,-1.36837,2.47614,2.26412,315.1859,-394.5994,247.3108,307.6873,315.1859,-394.5994,247.3108,307.6873,-573.5636,-1217.106,247.3108,307.6873,0,0,0,0,0,0,0,0,39.93028,23.05644,62.98672
8.5833,0.01667,10.53967,-1,-24.9147,24.71559,65.82263,-17.70808,2.44735,3.08154,2.44735,3.08154,-1.30932,-1.30932,-0.18662,-0.18662,2.13914,-1.38184,2.55071,2.32892,366.4641,-374.4172,305.131,359.8866,366.4641,-374.4172,305.131,359.8866,-530.0261,-1201.958,305.131,359.8866,0,0,0,0,0,0,0,0,38.19563,27.62701,65.82263
8.59997,0.01667,10.72468,-1,-24.87849,25.06886,68.58842,-17.64935,2.49294,3.13582,2.49294,3.13582,-1.32793,-1.32793,-0.18985,-0.18985,2.11813,-1.41841,2.57837,2.35049,413.3178,-362.575,360.7831,406.1892,413.3178,-362.575,360.7831,406.1892,-490.5023,-1194.394,360.7831,406.1892,0,0,0,0,0,0,0,0,36.72588,31.86254,68.58842
8.61663,0.01667,10.90946,-1,-24.84186,25.45271,71.13604,-17.55515,2.5386,3.19102,2.5386,3.19102,-1.3452,-1.3452,-0.19025,-0.19025,2.08165,-1.47249,2.56718,2.33637,453.6092,-359.4503,411.1507,444.4123,453.6092,-359.4503,411.1507,444.4123,-456.9274,-1194.755,411.1507,444.4123,0,0,0,0,0,0,0,0,35.59315,35.54289,71.13604
8.6333,0.01667,11.09427,-1,-24.80475,25.86105,73.36012,-17.43737,2.58429,3.24696,2.58429,3.24696,-1.36159,-1.36159,-0.18848,-0.18848,2.0356,-1.53785,2.52705,2.2958,485.9735,-364.8233,453.9156,473.4001,485.9735,-364.8233,453.9156,473.4001,-430.5352,-1202.84,453.9156,473.4001,0,0,0,0,0,0,0,0,34.83639,38.52373,73.36012
8.64997,0.01667,11.27939,-1,-24.76712,26.28682,75.20432,-17.30787,2.63,3.30347,2.63,3.30347,-1.37754,-1.37754,-0.18532,-0.18532,1.98587,-1.60817,2.46869,2.23872,509.9342,-377.8656,487.786,493.0385,509.9342,-377.8656,487.786,493.0385,-411.754,-1217.892,487.786,493.0385,0,0,0,0,0,0,0,0,34.45766,40.74667,75.20432
8.66663,0.01667,11.46503,-1,-24.72893,26.72286,76.65942,-17.17741,2.67571,3.36033,2.67571,3.36033,-1.39349,-1.39349,-0.18153,-0.18153,1.93783,-1.6776,2.40253,2.17471,525.8248,-397.2021,512.5094,504.1171,525.8248,-397.2021,512.5094,504.1171,-400.2754,-1238.658,512.5094,504.1171,0,0,0,0,0,0,0,0,34.42543,42.23399,76.65942
8.6833,0.01667,11.65137,-1,-24.69012,27.16256,77.75548,-17.05492,2.72142,3.41737,2.72142,3.41737,-1.40981,-1.40981,-0.17779,-0.17779,1.89595,-1.74122,2.33777,2.11219,534.5824,-421.0259,528.7134,508.1,534.5824,-421.0259,528.7134,508.1,-395.2447,-1263.491,528.7134,508.1,0,0,0,0,0,0,0,0,34.68285,43.07262,77.75548
8.69997,0.01667,11.83852,-1,-24.65067,27.60035,78.5504,-16.94706,2.76713,3.47443,2.76713,3.47443,-1.42679,-1.42679,-0.17467,-0.17467,1.86357,-1.7953,2.28181,2.05787,537.4754,-447.2678,537.6364,506.8563,537.4754,-447.2678,537.6364,506.8563,-395.5058,-1290.507,537.6364,506.8563,0,0,0,0,0,0,0,0,35.15875,43.39164,78.5504
8.71663,0.01667,12.02653,-1,-24.61057,28.03203,79.11615,-16.85804,2.81285,3.53139,2.81285,3.53139,-1.44461,-1.44461,-0.1726,-0.1726,1.84279,-1.83744,2.2399,2.01648,536.0738,-473.8005,540.9604,502.3969,536.0738,-473.8005,540.9604,502.3969,-399.6298,-1317.766,540.9604,502.3969,0,0,0,0,0,0,0,0,35.77167,43.34447,79.11615
8.7333,0.01667,12.21542,-1,-24.56979,28.45466,79.52293,-16.78962,2.85859,3.58817,2.85859,3.58817,-1.46337,-1.46337,-0.17181,-0.17181,1.83438,-1.8666,2.21502,1.99065,532.8485,-498.6583,541.021,496.6501,532.8485,-498.6583,541.021,496.6501,-405.369,-1343.479,541.021,496.6501,0,0,0,0,0,0,0,0,36.41467,43.10826,79.52293
8.74997,0.01667,12.40516,-1,-24.52835,28.86658,79.83944,-16.74116,2.90438,3.64475,2.90438,3.64475,-1.48305,-1.48305,-0.1724,-0.1724,1.83773,-1.88317,2.20789,1.98095,529.8738,-520.2564,539.9442,491.2818,529.8738,-520.2564,539.9442,491.2818,-410.8363,-1366.199,539.9442,491.2818,0,0,0,0,0,0,0,0,36.99894,42.8405,79.83944
8.76663,0.01667,12.59572,-1,-24.48625,29.26722,80.12878,-16.71025,2.95026,3.70112,2.95026,3.70112,-1.50353,-1.50353,-0.1743,-0.1743,1.8512,-1.88858,2.21741,1.98632,528.5272,-537.5311,539.3787,487.5865,528.5272,-537.5311,539.3787,487.5865,-414.7781,-1384.956,539.3787,487.5865,0,0,0,0,0,0,0,0,37.46529,42.66349,80.12878
8.7833,0.01667,12.78702,-1,-24.4435,29.65697,80.44419,-16.69348,2.99625,3.75731,2.99625,3.75731,-1.52465,-1.52465,-0.17736,-0.17736,1.87257,-1.88489,2.24124,2.00462,529.5895,-549.9773,540.4947,486.4473,529.5895,-549.9773,540.4947,486.4473,-416.485,-1399.29,540.4947,486.4473,0,0,0,0,0,0,0,0,37.78166,42.66253,80.44419
8.79996,0.01667,12.97902,-1,-24.40011,30.03697,80.82674,-16.68697,3.04239,3.81339,3.04239,3.81339,-1.54624,-1.54624,-0.18136,-0.18136,1.89942,-1.87442,2.27632,2.03303,533.3963,-557.6019,544.0518,488.3431,533.3963,-557.6019,544.0518,488.3431,-415.6525,-1409.206,544.0518,488.3431,0,0,0,0,0,0,0,0,37.93768,42.88906,80.82674
8.81663,0.01667,13.17163,-1,-24.3561,30.40878,81.30457,-16.68688,3.08871,3.86942,3.08871,3.86942,-1.5681,-1.5681,-0.18604,-0.18604,1.92937,-1.8595,2.31929,2.06851,539.9371,-560.8236,550.4515,493.3884,539.9371,-560.8236,550.4515,493.3884,-412.2915,-1415.084,550.4515,493.3884,0,0,0,0,0,0,0,0,37.94003,43.36453,81.30457
8.8333,0.01667,13.36482,-1,-24.31148,30.77425,81.89267,-16.68977,3.13523,3.92545,3.13523,3.92545,-1.59007,-1.59007,-0.19116,-0.19116,1.96036,-1.8422,2.36689,2.10813,548.9097,-560.3391,559.7556,501.3997,548.9097,-560.3391,559.7556,501.3997,-406.679,-1417.56,559.7556,501.3997,0,0,0,0,0,0,0,0,37.8088,44.08387,81.89267
8.84996,0.01667,13.55852,-1,-24.26626,31.13526,82.59357,-16.69282,3.18196,3.98155,3.18196,3.98155,-1.612,-1.612,-0.19649,-0.19649,1.99074,-1.82423,2.41622,2.14927,559.8229,-556.988,571.7513,511.9729,559.8229,-556.988,571.7513,511.9729,-399.2629,-1417.398,571.7513,511.9729,0,0,0,0,0,0,0,0,37.57212,45.02145,82.59357
8.86663,0.01667,13.7553,0,-20.89045,31.3063,66.36375,-16.66806,3.23011,4.03794,3.23011,4.03794,-1.6315,-1.6315,-0.20143,-0.20143,4.54081,0.91595,2.45938,2.18525,871.624,-380.4141,585.7595,524.296,871.624,-380.4141,585.7595,524.296,21.35938,-1148.375,585.7595,524.296,0,0,0,0,0,0,0,0,20.24841,46.11534,66.36375
8.8833,0.01667,13.65178,0,-17.75337,30.22428,-9.54192,-16.37345,3.25401,4.05015,3.25401,4.05015,-1.60861,-1.60861,-0.19923,-0.19923,6.54308,3.21495,2.4241,2.15764,1560.643,136.3401,596.4094,533.1348,1560.643,136.3401,596.4094,533.1348,1625.62,269.1462,596.4094,533.1348,0,0,0,0,0,0,0,0,-56.46688,46.92496,-9.54192
8.89996,0.01667,13.54789,0,-14.54015,28.63877,-43.71118,-15.71895,3.25554,4.01755,3.25554,4.01755,-1.53611,-1.53611,-0.18715,-0.18715,8.09564,5.19231,2.2767,2.03646,2236.225,939.423,592.0745,528.1192,2236.225,939.423,592.0745,528.1192,2278.739,1023.471,592.0745,528.1192,0,0,0,0,0,0,0,0,-90.2477,46.53651,-43.71118
8.91663,0.01667,13.43944,0,-11.32065,26.50458,-80.13307,-14.69891,3.26881,3.98275,3.26881,3.98275,-1.43142,-1.43142,-0.16755,-0.16755,9.17632,6.77115,2.0346,1.83265,2801.388,1872.053,567.1566,504.8789,2801.388,1872.053,567.1566,504.8789,2835.819,1924.566,567.1566,504.8789,0,0,0,0,0,0,0,0,-124.6689,44.53586,-80.13307
8.9333,0.01667,13.32407,0,-8.09492,23.86559,-114.1687,-13.32822,3.29126,3.94332,3.29126,3.94332,-1.29563,-1.29563,-0.14131,-0.14131,9.82234,7.95354,1.71045,1.55461,3233.455,2733.854,520.608,462.4308,3233.455,2733.854,520.608,462.4308,3264.876,2770.253,520.608,462.4308,0,0,0,0,0,0,0,0,-155.0073,40.83865,-114.1687
8.94996,0.01667,13.20107,0,-4.86251,20.80225,-143.8925,-11.66601,3.31914,3.89728,3.31914,3.89728,-1.13392,-1.13392,-0.11046,-0.11046,10.12484,8.78738,1.33173,1.22351,3557.138,3440.607,456.9081,404.5361,3557.138,3440.607,456.9081,404.5361,3582.557,3466.446,456.9081,404.5361,0,0,0,0,0,0,0,0,-179.6797,35.78721,-143.8925
8.96663,0.01667,13.07045,0,-1.6228,17.40279,-168.7776,-9.77904,3.34888,3.84325,3.34888,3.84325,-0.95237,-0.95237,-0.07721,-0.07721,10.18224,9.3311,0.92684,0.86201,3793.335,3995.101,384.3172,337.9312,3793.335,3995.101,384.3172,337.9312,3804.547,4006.232,384.3172,337.9312,0,0,0,0,0,0,0,0,-198.7822,30.00456,-168.7776
8.9833,0.01667,12.93884,0,0,13.76281,-189.1985,-7.7235,3.37741,3.78056,3.37741,3.78056,-0.7566,-0.7566,-0.04293,-0.04293,8.97154,8.46371,0.5132,0.48371,3957.194,4423.161,311.8934,270.518,3957.194,4423.161,311.8934,270.518,3957.194,4423.161,311.8934,270.518,0,0,0,0,0,0,0,0,-213.3937,24.19528,-189.1985
